ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,500R0000009v9CFIAY,Known Issue,,Completed,High,,0054P00000Av1QzQAJ,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,,0014P0000278mJGQAY,,2019-08-15T21:23:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,14311033447,Chimerical Auto Outbound,Sales,702-349-0918,Steve Rogers,,Outbound,1936,2019-08-15T21:23:30Z,,,Call,,811-339-4653,Sales,Spring Campaign
,,500R0000009v9CGIAY,General Inquiry,,Completed,High,,0054P00000Av1QzQAJ,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,,0014P0000278mVxQAI,,2019-04-10T03:12:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,17576300914,Cable TV Issues,Auto Agent,859-527-6862,Tony Stark,,Outbound,91,2019-04-10T03:12:03Z,,,Email,,642-553-1081,Services,Fall Campaign
,,500R0000009v9CHIAY,Product Support,,Completed,Medium,,0054P00000Av1QfQAJ,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,,0014P0000278mS9QAI,,2019-02-27T00:14:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13676197955,Router Issues,Auto Agent,557-291-0470,Clint Barton,,Outbound,1964,2019-02-27T00:14:47Z,,,Chat,,239-190-7970,Human Resources,New Product
,,500R0000009v9CIIAY,Product Support,,Completed,Medium,,0054P00000Av1QkQAJ,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,,0014P0000278mS9QAI,,2019-10-18T01:30:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,12913677014,Chimerical Auto Workitem,Sales,431-439-1972,Wade Wilson,,Inbound,2885,2019-10-18T01:30:34Z,,,Call,,916-375-0280,Business Development,Fall Campaign
,,500R0000009v9CJIAY,General Inquiry,,Completed,Low,,0054P00000Av1QuQAJ,accumsan tortor quis turpis sed ante vivamus tortor duis mattis,,0014P0000278mN9QAI,,2019-08-07T17:29:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,16370901943,Chimerical Auto Outbound,Auto Agent,411-781-8601,Bruce Banner,,Inbound,183,2019-08-07T17:29:49Z,,,Chat,,132-520-2601,Sales,Spring Campaign
,,500R0000009v9CKIAY,Product Inquiry,,Completed,Medium,,0054P00000Av1QGQAZ,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,,0014P0000278mQ6QAI,,2019-09-16T18:58:54.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15059547638,Broadband Sales,Sales,439-545-8356,Luke Cage,,Inbound,1215,2019-09-16T18:58:54Z,,,WorkItem,,935-701-8665,Marketing,Hot Lead
,,500R0000009v9CLIAY,Product Problem,,Completed,High,,0054P00000Av1QkQAJ,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,,0014P0000278mN9QAI,,2019-03-17T18:56:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12786664040,Chimerical Auto Workitem,Router Support,375-528-5848,Peter Parker,,Inbound,222,2019-03-17T18:56:14Z,,,Chat,,535-342-9865,Product Management,Upgrade
,,500R0000009v9CMIAY,General Inquiry,,Completed,High,,0054P00000Av1QkQAJ,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,,0014P0000278mJGQAY,,2019-06-21T06:34:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,16013811526,Chimerical Auto Inbound,Cable TV Support,691-805-5644,Justin Case,,Inbound,2602,2019-06-21T06:34:43Z,,,Chat,,939-636-5510,Research and Development,Fall Campaign
,,500R0000009v9CNIAY,General Inquiry,,Completed,High,,0054P00000Av1QLQAZ,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,,0014P0000278mQ6QAI,,2019-06-29T18:31:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12570532893,Cable TV Issues,Auto Agent,679-739-6840,Clint Barton,,Inbound,1806,2019-06-29T18:31:45Z,,,Chat,,846-272-9364,Accounting,Upgrade
,,500R0000009v9COIAY,Product Inquiry,,Completed,High,,0054P00000Av1QzQAJ,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,,0014P0000278mQ6QAI,,2019-01-26T05:49:37.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,13180847820,Cable TV Issues,Router Support,879-291-6216,Peter Parker,,Inbound,2173,2019-01-26T05:49:37Z,,,WorkItem,,556-232-0146,Business Development,Known Issue
,,500R0000009v9CPIAY,Known Issue,,Completed,High,,0054P00000Av1QfQAJ,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,,0014P0000278mPMQAY,,2019-09-10T12:37:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,16163129356,Cable TV Issues,Cable TV Support,899-293-2019,Luke Cage,,Outbound,1052,2019-09-10T12:37:29Z,,,WorkItem,,556-398-4396,Research and Development,Fall Campaign
,,500R0000009v9CQIAY,Product Support,,Completed,Low,,0054P00000Av1PrQAJ,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,,0014P0000278mN9QAI,,2019-04-10T15:02:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,13430777493,Chimerical Auto Outbound,Sales,667-281-6446,Clint Barton,,Inbound,2638,2019-04-10T15:02:05Z,,,Call,,607-628-1675,Product Management,Fall Campaign
,,500R0000009v9CRIAY,Product Problem,,Completed,High,,0054P00000Av1QGQAZ,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,,0014P0000278mQ6QAI,,2019-03-21T11:36:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18069119415,Chimerical Auto Outbound,Cable TV Support,563-833-5729,Charles Xavier,,Inbound,1520,2019-03-21T11:36:38Z,,,Call,,300-794-1624,Business Development,Fall Campaign
,,500R0000009v9CSIAY,Product Problem,,Completed,Low,,0054P00000Av1QGQAZ,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,,0014P0000278mPMQAY,,2019-04-13T00:14:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19809144708,Chimerical Auto Inbound,Auto Agent,515-521-4370,Wade Wilson,,Outbound,2824,2019-04-13T00:14:06Z,,,WorkItem,,686-965-1953,Accounting,Fall Campaign
,,500R0000009v9CTIAY,Known Issue,,Completed,High,,0054P00000Av1QLQAZ,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,,0014P0000278mN9QAI,,2019-03-31T08:49:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,12605477834,Chimerical Auto Workitem,Cable TV Support,139-889-8618,Bruce Banner,,Outbound,533,2019-03-31T08:49:17Z,,,Chat,,298-134-4255,Research and Development,Upgrade
,,500R0000009v9CUIAY,Product Problem,,Completed,Low,,0054P00000Av1PrQAJ,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,,0014P0000278mVxQAI,,2018-11-24T20:54:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12744889309,Chimerical Auto Outbound,Router Support,341-829-6134,Peter Parker,,Inbound,1509,2018-11-24T20:54:58Z,,,Call,,179-415-6813,Services,Known Issue
,,500R0000009v9CVIAY,Product Problem,,Completed,Low,,0054P00000Av1R4QAJ,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,,0014P0000278mJGQAY,,2019-04-17T20:07:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,15039574104,Chimerical Auto Inbound,Sales,360-633-8619,Luke Cage,,Outbound,1935,2019-04-17T20:07:28Z,,,WorkItem,,531-597-2424,Accounting,Known Issue
,,500R0000009v9CWIAY,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,,0014P0000278mJGQAY,,2019-05-21T00:17:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19324372458,Cable TV Issues,Sales,514-229-3162,Bruce Banner,,Inbound,1022,2019-05-21T00:17:43Z,,,Call,,752-946-5263,Product Management,Upgrade
,,500R0000009v9CXIAY,Known Issue,,Completed,Low,,0054P00000Av1QkQAJ,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,,0014P0000278mJGQAY,,2019-03-31T14:13:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19114335703,Router Issues,Router Support,730-277-6300,Tony Stark,,Outbound,796,2019-03-31T14:13:57Z,,,WorkItem,,429-433-4165,Marketing,Upgrade
,,500R0000009v9CYIAY,Product Problem,,Completed,Low,,0054P00000Av1QfQAJ,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,,0014P0000278mN9QAI,,2019-01-20T02:55:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19249174236,Chimerical Auto Workitem,Router Support,134-373-9965,Wade Wilson,,Outbound,1931,2019-01-20T02:55:04Z,,,Email,,802-549-2933,Marketing,Hot Lead
,,500R0000009v9CZIAY,Product Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,,0014P0000278mS9QAI,,2019-09-26T19:43:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,15250118334,Cable TV Issues,Cable TV Support,695-622-8878,Steve Rogers,,Inbound,2258,2019-09-26T19:43:19Z,,,Email,,384-912-1290,Marketing,Fall Campaign
,,500R0000009v9CaIAI,Known Issue,,Completed,Low,,0054P00000Av1QzQAJ,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,,0014P0000278mQ6QAI,,2019-03-04T01:58:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19060938286,Broadband Sales,Auto Agent,370-656-5304,Tony Stark,,Outbound,1356,2019-03-04T01:58:45Z,,,Call,,297-644-9078,Accounting,Spring Campaign
,,500R0000009v9CbIAI,Product Support,,Completed,High,,0054P00000Av1R4QAJ,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,,0014P0000278mJGQAY,,2018-11-19T21:01:42.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,15090548597,Chimerical Auto Inbound,Router Support,726-738-2560,Steve Rogers,,Inbound,1310,2018-11-19T21:01:42Z,,,WorkItem,,427-663-5886,Accounting,Upgrade
,,500R0000009v9CcIAI,Product Support,,Completed,Low,,0054P00000Av1QGQAZ,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,,0014P0000278mVxQAI,,2019-03-18T20:40:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13496987348,Broadband Sales,Cable TV Support,194-851-2708,Bruce Banner,,Outbound,68,2019-03-18T20:40:14Z,,,WorkItem,,744-754-7005,Engineering,Spring Campaign
,,500R0000009v9CdIAI,General Inquiry,,Completed,Low,,0054P00000Av1QzQAJ,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,,0014P0000278mS9QAI,,2019-08-01T19:30:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18271262619,Chimerical Auto Outbound,Sales,953-439-9742,Clint Barton,,Inbound,2743,2019-08-01T19:30:55Z,,,Email,,913-290-9270,Business Development,Known Issue
,,500R0000009v9CeIAI,Product Support,,Completed,Low,,0054P00000Av1QkQAJ,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,,0014P0000278mQ6QAI,,2019-04-01T15:56:42.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,17062806760,Chimerical Auto Outbound,Sales,403-106-5777,Wade Wilson,,Inbound,2027,2019-04-01T15:56:42Z,,,Email,,291-203-4653,Engineering,Fall Campaign
,,500R0000009v9CfIAI,Product Problem,,Completed,Low,,0054P00000Av1QkQAJ,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,,0014P0000278mPMQAY,,2019-01-04T09:30:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15282740714,Cable TV Issues,Auto Agent,939-224-2772,Justin Case,,Inbound,437,2019-01-04T09:30:19Z,,,Email,,103-257-5644,Human Resources,New Product
,,500R0000009v9CgIAI,Product Support,,Completed,Medium,,0054P00000Av1QzQAJ,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,,0014P0000278mQ6QAI,,2019-06-22T11:19:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13798888519,Chimerical Auto Inbound,Cable TV Support,996-803-7279,Clint Barton,,Outbound,1132,2019-06-22T11:19:57Z,,,Email,,232-528-3497,Training,Upgrade
,,500R0000009v9ChIAI,Product Support,,Completed,Medium,,0054P00000Av1PrQAJ,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,,0014P0000278mVxQAI,,2019-01-30T12:06:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,17722498636,Chimerical Auto Outbound,Cable TV Support,413-437-5590,Clint Barton,,Outbound,436,2019-01-30T12:06:20Z,,,Chat,,375-506-1857,Marketing,New Product
,,500R0000009v9CiIAI,Product Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,,0014P0000278mPMQAY,,2018-11-24T04:08:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18493011995,Broadband Sales,Cable TV Support,965-109-0552,Bruce Banner,,Inbound,885,2018-11-24T04:08:39Z,,,Chat,,369-978-7830,Human Resources,Upgrade
,,500R0000009v9CjIAI,Product Inquiry,,Completed,High,,0054P00000Av1QzQAJ,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,,0014P0000278mPMQAY,,2019-03-05T02:13:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,13457563644,Chimerical Auto Workitem,Sales,675-497-8771,Justin Case,,Inbound,1276,2019-03-05T02:13:59Z,,,WorkItem,,662-416-2400,Product Management,Upgrade
,,500R0000009v9CkIAI,General Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,leo odio porttitor id consequat in consequat ut nulla sed,,0014P0000278mQ6QAI,,2019-09-27T00:01:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,17170739163,Chimerical Auto Inbound,Sales,628-138-2758,Justin Case,,Outbound,724,2019-09-27T00:01:08Z,,,Chat,,387-489-7118,Research and Development,Hot Lead
,,500R0000009v9ClIAI,Known Issue,,Completed,Low,,0054P00000Av1QLQAZ,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,,0014P0000278mQ6QAI,,2019-10-06T08:34:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13110216287,Cable TV Issues,Sales,401-111-2255,Clint Barton,,Inbound,1200,2019-10-06T08:34:19Z,,,Chat,,243-660-5417,Research and Development,Hot Lead
,,500R0000009v9CmIAI,Product Problem,,Completed,Low,,0054P00000Av1QkQAJ,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,,0014P0000278mJGQAY,,2019-07-09T16:55:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,13850767321,Chimerical Auto Workitem,Sales,625-900-4715,Justin Case,,Inbound,1879,2019-07-09T16:55:43Z,,,Call,,678-717-3054,Marketing,Known Issue
,,500R0000009v9CnIAI,General Inquiry,,Completed,Medium,,0054P00000Av1QLQAZ,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,,0014P0000278mPMQAY,,2019-06-16T23:30:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15198727057,Router Issues,Router Support,461-455-0167,Clint Barton,,Inbound,1168,2019-06-16T23:30:12Z,,,Call,,405-801-6268,Training,Spring Campaign
,,500R0000009v9CoIAI,Known Issue,,Completed,High,,0054P00000Av1QuQAJ,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,,0014P0000278mN9QAI,,2019-03-09T18:22:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15713843951,Router Issues,Auto Agent,478-778-5063,Wade Wilson,,Outbound,1450,2019-03-09T18:22:00Z,,,Chat,,540-973-7908,Human Resources,New Product
,,500R0000009v9CpIAI,General Inquiry,,Completed,Low,,0054P00000Av1QfQAJ,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,,0014P0000278mN9QAI,,2019-08-18T15:26:25.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,13781676910,Router Issues,Sales,936-226-3896,Tony Stark,,Inbound,2014,2019-08-18T15:26:25Z,,,Email,,181-988-7789,Services,Spring Campaign
,,500R0000009v9CqIAI,Known Issue,,Completed,Medium,,0054P00000Av1QaQAJ,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,,0014P0000278mVxQAI,,2018-10-30T00:58:41.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,13680458447,Chimerical Auto Inbound,Sales,285-749-4324,Luke Cage,,Inbound,1155,2018-10-30T00:58:41Z,,,WorkItem,,348-910-5644,Sales,Upgrade
,,500R0000009v9CrIAI,Product Problem,,Completed,Medium,,0054P00000Av1QfQAJ,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,,0014P0000278mVxQAI,,2019-02-06T06:44:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19843237029,Chimerical Auto Workitem,Cable TV Support,187-305-9607,Wade Wilson,,Outbound,874,2019-02-06T06:44:58Z,,,Call,,534-969-7388,Legal,Fall Campaign
,,500R0000009v9CsIAI,General Inquiry,,Completed,Medium,,0054P00000Av1QuQAJ,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,,0014P0000278mQ6QAI,,2019-07-16T02:18:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14615715098,Cable TV Issues,Router Support,275-343-6652,Charles Xavier,,Inbound,1867,2019-07-16T02:18:15Z,,,Call,,193-606-7218,Legal,New Product
,,500R0000009v9CtIAI,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,,0014P0000278mPMQAY,,2019-07-29T13:19:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,16288815371,Chimerical Auto Workitem,Cable TV Support,846-624-2694,Clint Barton,,Inbound,2382,2019-07-29T13:19:10Z,,,Chat,,681-429-2304,Legal,New Product
,,500R0000009v9CuIAI,Product Support,,Completed,Medium,,0054P00000Av1QfQAJ,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,,0014P0000278mPMQAY,,2019-03-18T02:23:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,14098457158,Broadband Sales,Cable TV Support,323-811-0754,Peter Parker,,Outbound,1010,2019-03-18T02:23:00Z,,,Email,,307-178-3357,Product Management,New Product
,,500R0000009v9CvIAI,General Inquiry,,Completed,Medium,,0054P00000Av1QfQAJ,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,,0014P0000278mJGQAY,,2019-10-18T16:02:35.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,17054635665,Chimerical Auto Inbound,Sales,147-109-4698,Bruce Banner,,Outbound,395,2019-10-18T16:02:35Z,,,WorkItem,,198-112-9348,Business Development,Hot Lead
,,500R0000009v9CwIAI,General Inquiry,,Completed,Low,,0054P00000Av1QfQAJ,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,,0014P0000278mPMQAY,,2019-10-22T07:56:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14635657411,Router Issues,Cable TV Support,422-419-1916,Wade Wilson,,Outbound,1133,2019-10-22T07:56:11Z,,,Email,,961-159-9184,Sales,Fall Campaign
,,500R0000009v9CxIAI,Known Issue,,Completed,Medium,,0054P00000Av1QkQAJ,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,,0014P0000278mN9QAI,,2019-07-14T01:53:22.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,16132067993,Chimerical Auto Outbound,Auto Agent,864-129-1813,Charles Xavier,,Outbound,754,2019-07-14T01:53:22Z,,,Call,,967-312-1283,Services,Known Issue
,,500R0000009v9CyIAI,Product Problem,,Completed,High,,0054P00000Av1PrQAJ,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,,0014P0000278mJGQAY,,2019-02-23T00:19:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,18394923937,Cable TV Issues,Cable TV Support,470-799-0635,Tony Stark,,Inbound,600,2019-02-23T00:19:58Z,,,WorkItem,,488-116-3584,Support,Hot Lead
,,500R0000009v9CzIAI,Product Support,,Completed,Low,,0054P00000Av1QfQAJ,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,,0014P0000278mPMQAY,,2019-08-18T14:08:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,19467282417,Chimerical Auto Outbound,Cable TV Support,698-706-2420,Wade Wilson,,Inbound,2863,2019-08-18T14:08:48Z,,,Email,,854-489-7116,Marketing,Hot Lead
,,500R0000009v9D0IAI,Product Problem,,Completed,Medium,,0054P00000Av1R4QAJ,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,,0014P0000278mVxQAI,,2019-04-11T02:07:33.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,15962291434,Cable TV Issues,Router Support,826-257-1774,Luke Cage,,Inbound,2259,2019-04-11T02:07:33Z,,,Email,,558-720-6266,Legal,Upgrade
,,500R0000009v9D1IAI,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,,0014P0000278mPMQAY,,2018-12-05T17:59:41.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,15837724124,Chimerical Auto Outbound,Cable TV Support,889-205-4399,Bruce Banner,,Outbound,575,2018-12-05T17:59:41Z,,,Chat,,799-491-5864,Human Resources,Hot Lead
,,500R0000009v9D2IAI,Product Problem,,Completed,High,,0054P00000Av1QzQAJ,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,,0014P0000278mVxQAI,,2019-02-25T07:53:23.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19886903771,Chimerical Auto Outbound,Auto Agent,740-794-2202,Justin Case,,Outbound,2270,2019-02-25T07:53:23Z,,,WorkItem,,677-598-3930,Accounting,Upgrade
,,500R0000009v9D3IAI,General Inquiry,,Completed,Low,,0054P00000Av1QkQAJ,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,,0014P0000278mJGQAY,,2019-09-23T02:58:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14147698920,Broadband Sales,Router Support,959-154-2726,Steve Rogers,,Outbound,989,2019-09-23T02:58:07Z,,,Call,,927-145-1830,Business Development,Hot Lead
,,500R0000009v9D4IAI,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,,0014P0000278mS9QAI,,2018-12-10T05:29:40.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,19244982454,Router Issues,Cable TV Support,690-140-0645,Bruce Banner,,Outbound,1060,2018-12-10T05:29:40Z,,,Call,,979-414-5050,Sales,Upgrade
,,500R0000009v9D5IAI,Product Problem,,Completed,Medium,,0054P00000Av1QkQAJ,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,,0014P0000278mQ6QAI,,2019-07-15T21:44:54.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14360401848,Router Issues,Sales,268-752-4625,Wade Wilson,,Inbound,189,2019-07-15T21:44:54Z,,,Call,,686-773-0426,Research and Development,Spring Campaign
,,500R0000009v9D6IAI,Product Support,,Completed,Low,,0054P00000Av1QzQAJ,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,,0014P0000278mQ6QAI,,2019-08-20T17:42:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,12577592947,Router Issues,Auto Agent,791-715-4616,Wade Wilson,,Inbound,2035,2019-08-20T17:42:20Z,,,Call,,983-706-5572,Human Resources,Hot Lead
,,500R0000009v9D7IAI,Known Issue,,Completed,Low,,0054P00000Av1QfQAJ,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,,0014P0000278mPMQAY,,2019-07-07T02:52:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,16982702542,Chimerical Auto Inbound,Auto Agent,298-130-8058,Steve Rogers,,Outbound,1487,2019-07-07T02:52:14Z,,,Call,,206-947-3948,Legal,Spring Campaign
,,500R0000009v9D8IAI,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,,0014P0000278mN9QAI,,2019-06-24T15:36:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14991024308,Chimerical Auto Inbound,Router Support,617-807-0756,Luke Cage,,Inbound,2013,2019-06-24T15:36:53Z,,,Email,,656-614-6873,Services,New Product
