ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,500R0000009v8jeIAA,General Inquiry,,Completed,Medium,,0054P00000Av1QGQAZ,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,,,,2019-06-13T21:31:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,85686334741,Broadband Sales,Cable TV Support,475-936-9892,Clint Barton,,Inbound,291,2019-06-13T21:31:57Z,,,Email,,644-209-4811,Research and Development,Known Issue
,,500R0000009v8jfIAA,Product Support,,Completed,High,,0054P00000Av1PrQAJ,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,,,,2018-11-28T20:36:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,86268026433,Broadband Sales,Sales,409-643-0843,Luke Cage,,Inbound,247,2018-11-28T20:36:09Z,,,Call,,930-727-6757,Support,Upgrade
,,500R0000009v8jgIAA,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,,,,2019-08-12T00:14:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,88887774905,Chimerical Auto Inbound,Auto Agent,527-240-9705,Tony Stark,,Inbound,260,2019-08-12T00:14:18Z,,,Call,,110-990-9893,Accounting,Known Issue
,,500R0000009v8jhIAA,General Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,,,,2019-07-10T22:29:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87172465694,Cable TV Issues,Cable TV Support,109-965-3808,Charles Xavier,,Outbound,46,2019-07-10T22:29:17Z,,,Chat,,732-613-2377,Research and Development,Hot Lead
,,500R0000009v8jiIAA,General Inquiry,,Completed,High,,0054P00000Av1QuQAJ,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,,,,2019-05-16T13:44:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,84921111008,Broadband Sales,Cable TV Support,127-633-2608,Clint Barton,,Inbound,204,2019-05-16T13:44:26Z,,,Email,,440-338-7470,Support,New Product
,,500R0000009v8jjIAA,Product Inquiry,,Completed,Low,,0054P00000Av1QuQAJ,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,,,,2019-09-25T06:25:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,82502406960,Chimerical Auto Inbound,Cable TV Support,140-974-5257,Justin Case,,Inbound,177,2019-09-25T06:25:53Z,,,Call,,894-612-1651,Services,Known Issue
,,500R0000009v8jkIAA,Known Issue,,Completed,Low,,0054P00000Av1PrQAJ,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,,,,2019-06-23T06:33:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,89596985025,Cable TV Issues,Auto Agent,651-216-6220,Peter Parker,,Inbound,220,2019-06-23T06:33:38Z,,,Chat,,598-436-9981,Business Development,Fall Campaign
,,500R0000009v8jlIAA,General Inquiry,,Completed,High,,0054P00000Av1QkQAJ,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,,,,2019-08-13T05:13:36.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,84413975760,Broadband Sales,Router Support,937-865-2200,Steve Rogers,,Outbound,111,2019-08-13T05:13:36Z,,,Chat,,840-668-5380,Engineering,Known Issue
,,500R0000009v8jmIAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,,,,2019-06-04T21:12:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,86098810554,Chimerical Auto Outbound,Sales,943-638-7495,Clint Barton,,Inbound,196,2019-06-04T21:12:02Z,,,Email,,423-191-7559,Marketing,Upgrade
,,500R0000009v8jnIAA,Known Issue,,Completed,High,,0054P00000Av1QkQAJ,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,,,,2019-08-20T23:22:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,86506953150,Chimerical Auto Inbound,Cable TV Support,765-493-0863,Peter Parker,,Inbound,124,2019-08-20T23:22:15Z,,,Call,,944-660-3905,Accounting,New Product
,,500R0000009v8joIAA,Product Support,,Completed,Low,,0054P00000Av1QfQAJ,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,,,,2019-03-25T02:54:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87792355759,Chimerical Auto Workitem,Router Support,427-909-8247,Wade Wilson,,Inbound,166,2019-03-25T02:54:06Z,,,Email,,999-632-6130,Services,Hot Lead
,,500R0000009v8jpIAA,Known Issue,,Completed,Medium,,0054P00000Av1QfQAJ,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,,,,2019-09-07T14:18:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87960953071,Cable TV Issues,Router Support,513-737-1909,Peter Parker,,Outbound,65,2019-09-07T14:18:09Z,,,Email,,675-642-5930,Product Management,Hot Lead
,,500R0000009v8jqIAA,Product Problem,,Completed,Low,,0054P00000Av1QLQAZ,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,,,,2019-08-11T00:26:36.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,85792555473,Router Issues,Router Support,636-740-1376,Steve Rogers,,Outbound,143,2019-08-11T00:26:36Z,,,Chat,,956-466-7574,Accounting,Fall Campaign
,,500R0000009v8jrIAA,Product Support,,Completed,Low,,0054P00000Av1QzQAJ,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,,,,2019-03-05T02:28:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84911392302,Broadband Sales,Router Support,972-395-3204,Charles Xavier,,Outbound,102,2019-03-05T02:28:32Z,,,Call,,449-586-9340,Support,Fall Campaign
,,500R0000009v8jsIAA,Product Inquiry,,Completed,High,,0054P00000Av1QzQAJ,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,,,,2019-10-08T08:43:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,83239930550,Cable TV Issues,Auto Agent,377-530-4470,Tony Stark,,Outbound,35,2019-10-08T08:43:02Z,,,Email,,910-557-1455,Accounting,Hot Lead
,,500R0000009v8jtIAA,Known Issue,,Completed,Low,,0054P00000Av1R4QAJ,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,,,,2019-07-17T01:54:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,84085872401,Chimerical Auto Workitem,Router Support,427-220-4314,Tony Stark,,Outbound,250,2019-07-17T01:54:38Z,,,Chat,,593-538-0169,Support,Upgrade
,,500R0000009v8juIAA,Known Issue,,Completed,Low,,0054P00000Av1QkQAJ,sed accumsan felis ut at dolor quis odio consequat varius integer,,,,2018-12-26T17:23:22.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,88051505172,Broadband Sales,Cable TV Support,243-173-2991,Charles Xavier,,Outbound,293,2018-12-26T17:23:22Z,,,WorkItem,,889-644-0665,Services,Fall Campaign
,,500R0000009v8jvIAA,Product Support,,Completed,Low,,0054P00000Av1QLQAZ,rhoncus dui vel sem sed sagittis nam congue risus semper,,,,2019-06-11T02:34:35.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,82303221330,Broadband Sales,Cable TV Support,863-648-7243,Peter Parker,,Outbound,265,2019-06-11T02:34:35Z,,,Call,,712-184-1615,Sales,Hot Lead
,,500R0000009v8jwIAA,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,,,,2019-08-03T12:03:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,83337673319,Chimerical Auto Workitem,Auto Agent,582-297-3339,Steve Rogers,,Inbound,83,2019-08-03T12:03:18Z,,,Chat,,122-829-1677,Sales,Upgrade
,,500R0000009v8jxIAA,Known Issue,,Completed,Low,,0054P00000Av1QfQAJ,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,,,,2019-07-29T21:54:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84858003001,Chimerical Auto Workitem,Router Support,486-302-5691,Steve Rogers,,Inbound,218,2019-07-29T21:54:12Z,,,Call,,720-668-2451,Services,Known Issue
,,500R0000009v8jyIAA,Product Problem,,Completed,Low,,0054P00000Av1R4QAJ,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,,,,2019-05-01T07:26:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,89646469936,Router Issues,Router Support,448-894-2075,Steve Rogers,,Outbound,135,2019-05-01T07:26:18Z,,,Chat,,219-469-1513,Engineering,Fall Campaign
,,500R0000009v8jzIAA,Product Inquiry,,Completed,High,,0054P00000Av1QGQAZ,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,,,,2019-10-06T06:33:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,88783516099,Router Issues,Cable TV Support,753-182-6187,Steve Rogers,,Outbound,245,2019-10-06T06:33:49Z,,,Email,,313-159-2006,Business Development,Known Issue
,,500R0000009v8k0IAA,Known Issue,,Completed,Low,,0054P00000Av1QuQAJ,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,,,,2018-10-29T20:05:27.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84666269255,Router Issues,Sales,618-932-6297,Bruce Banner,,Inbound,206,2018-10-29T20:05:27Z,,,Email,,236-413-1898,Engineering,Known Issue
,,500R0000009v8k1IAA,Product Support,,Completed,Medium,,0054P00000Av1QuQAJ,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,,,,2018-12-11T22:33:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,86233769176,Router Issues,Sales,838-289-7363,Tony Stark,,Inbound,266,2018-12-11T22:33:20Z,,,Email,,350-652-3582,Services,Known Issue
,,500R0000009v8k2IAA,General Inquiry,,Completed,High,,0054P00000Av1QuQAJ,porta volutpat erat quisque erat eros viverra eget congue eget,,,,2018-11-02T00:22:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,89767852616,Chimerical Auto Inbound,Auto Agent,866-658-8889,Tony Stark,,Outbound,282,2018-11-02T00:22:13Z,,,Email,,937-966-2861,Product Management,New Product
,,500R0000009v8k3IAA,Product Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,,,,2019-10-05T17:29:24.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,89447130435,Router Issues,Sales,365-207-5195,Tony Stark,,Inbound,194,2019-10-05T17:29:24Z,,,Email,,600-124-8876,Human Resources,Hot Lead
,,500R0000009v8k4IAA,Known Issue,,Completed,High,,0054P00000Av1QaQAJ,eget tincidunt eget tempus vel pede morbi porttitor lorem id,,,,2019-07-13T01:30:16.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,82608022143,Broadband Sales,Cable TV Support,834-671-0500,Steve Rogers,,Outbound,273,2019-07-13T01:30:16Z,,,Call,,110-863-3442,Research and Development,Hot Lead
,,500R0000009v8k5IAA,Product Problem,,Completed,Medium,,0054P00000Av1QaQAJ,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,,,,2018-12-25T22:33:54.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,86833205220,Broadband Sales,Sales,169-542-8456,Clint Barton,,Inbound,282,2018-12-25T22:33:54Z,,,Call,,751-198-0052,Accounting,Upgrade
,,500R0000009v8k6IAA,Known Issue,,Completed,Low,,0054P00000Av1QuQAJ,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,,,,2019-05-15T21:27:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,81405759617,Chimerical Auto Inbound,Router Support,351-735-1559,Bruce Banner,,Outbound,295,2019-05-15T21:27:57Z,,,Chat,,635-959-0924,Training,Upgrade
,,500R0000009v8k7IAA,General Inquiry,,Completed,Low,,0054P00000Av1QkQAJ,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,,,,2019-03-07T13:30:27.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,81676095771,Chimerical Auto Inbound,Sales,218-320-7395,Peter Parker,,Inbound,217,2019-03-07T13:30:27Z,,,Call,,996-456-1233,Product Management,New Product
,,500R0000009v8k8IAA,General Inquiry,,Completed,High,,0054P00000Av1QzQAJ,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,,,,2018-11-02T16:31:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,85187673873,Chimerical Auto Workitem,Cable TV Support,928-489-8194,Bruce Banner,,Inbound,228,2018-11-02T16:31:18Z,,,Call,,989-479-2995,Accounting,Known Issue
,,500R0000009v8k9IAA,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,,,,2019-07-23T16:58:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,88622915228,Chimerical Auto Workitem,Router Support,586-123-4398,Bruce Banner,,Outbound,35,2019-07-23T16:58:32Z,,,Call,,458-585-8977,Sales,Spring Campaign
,,500R0000009v8kAIAQ,Product Inquiry,,Completed,High,,0054P00000Av1QfQAJ,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,,,,2019-04-27T07:54:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,88094749047,Cable TV Issues,Sales,579-795-9545,Peter Parker,,Outbound,39,2019-04-27T07:54:38Z,,,Chat,,460-642-0457,Legal,Upgrade
,,500R0000009v8kBIAQ,General Inquiry,,Completed,Medium,,0054P00000Av1QuQAJ,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,,,,2019-01-06T01:48:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87585066463,Chimerical Auto Outbound,Router Support,912-494-9947,Bruce Banner,,Inbound,270,2019-01-06T01:48:00Z,,,Email,,791-246-3135,Business Development,Upgrade
,,500R0000009v8kCIAQ,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,,,,2018-11-07T02:26:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,82662277519,Router Issues,Cable TV Support,460-226-1361,Bruce Banner,,Inbound,264,2018-11-07T02:26:18Z,,,Call,,744-665-4167,Research and Development,New Product
,,500R0000009v8kDIAQ,Product Problem,,Completed,Medium,,0054P00000Av1QuQAJ,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,,,,2019-09-03T00:27:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,82554463350,Chimerical Auto Workitem,Cable TV Support,433-752-6756,Justin Case,,Inbound,130,2019-09-03T00:27:34Z,,,Chat,,718-481-6674,Services,Upgrade
,,500R0000009v8kEIAQ,General Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,,,,2019-02-16T13:05:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,83388243406,Cable TV Issues,Cable TV Support,534-189-1975,Steve Rogers,,Outbound,202,2019-02-16T13:05:01Z,,,Call,,214-378-6506,Research and Development,New Product
,,500R0000009v8kFIAQ,Known Issue,,Completed,High,,0054P00000Av1QkQAJ,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,,,,2019-05-26T02:21:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,86620383601,Broadband Sales,Cable TV Support,466-148-1174,Peter Parker,,Outbound,187,2019-05-26T02:21:10Z,,,Email,,809-183-1095,Human Resources,Hot Lead
,,500R0000009v8kGIAQ,Product Problem,,Completed,High,,0054P00000Av1QGQAZ,semper porta volutpat quam pede lobortis ligula sit amet eleifend,,,,2019-06-03T22:55:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,88599155475,Broadband Sales,Auto Agent,732-928-3603,Wade Wilson,,Inbound,81,2019-06-03T22:55:15Z,,,Email,,148-372-1892,Business Development,Known Issue
,,500R0000009v8kHIAQ,General Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,,,,2018-11-03T05:19:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,84507431930,Chimerical Auto Workitem,Auto Agent,684-497-8377,Justin Case,,Inbound,267,2018-11-03T05:19:44Z,,,Email,,310-259-2612,Support,Known Issue
,,500R0000009v8kIIAQ,Product Problem,,Completed,Low,,0054P00000Av1QLQAZ,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,,,,2018-10-17T21:58:22.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,81987954176,Chimerical Auto Inbound,Cable TV Support,350-738-4121,Clint Barton,,Outbound,218,2018-10-17T21:58:22Z,,,Email,,367-896-0830,Legal,Known Issue
,,500R0000009v8kJIAQ,Product Problem,,Completed,High,,0054P00000Av1QfQAJ,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,,,,2019-10-14T01:09:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,89145118712,Router Issues,Sales,776-740-7134,Luke Cage,,Inbound,206,2019-10-14T01:09:00Z,,,WorkItem,,650-506-3764,Training,Upgrade
,,500R0000009v8kKIAQ,Product Inquiry,,Completed,Low,,0054P00000Av1QkQAJ,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,,,,2019-01-04T15:10:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,83116907914,Chimerical Auto Outbound,Auto Agent,852-586-5071,Tony Stark,,Outbound,36,2019-01-04T15:10:45Z,,,Chat,,998-745-4430,Services,New Product
,,500R0000009v8kLIAQ,Known Issue,,Completed,High,,0054P00000Av1QzQAJ,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,,,,2019-09-14T05:46:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,82649695268,Chimerical Auto Inbound,Auto Agent,614-293-8246,Wade Wilson,,Inbound,181,2019-09-14T05:46:09Z,,,Email,,117-596-2200,Legal,New Product
,,500R0000009v8kMIAQ,General Inquiry,,Completed,Medium,,0054P00000Av1QGQAZ,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,,,,2019-09-27T09:08:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87328905040,Router Issues,Auto Agent,789-120-8795,Wade Wilson,,Outbound,291,2019-09-27T09:08:17Z,,,Email,,976-475-6385,Product Management,Spring Campaign
,,500R0000009v8kNIAQ,Product Problem,,Completed,Low,,0054P00000Av1QzQAJ,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,,,,2019-05-04T06:10:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,88188940163,Router Issues,Router Support,760-683-3779,Wade Wilson,,Outbound,276,2019-05-04T06:10:57Z,,,Chat,,680-380-0836,Business Development,Spring Campaign
,,500R0000009v8kOIAQ,Product Inquiry,,Completed,High,,0054P00000Av1QaQAJ,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,,,,2018-12-07T08:50:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,89362869134,Router Issues,Cable TV Support,323-306-4746,Peter Parker,,Inbound,46,2018-12-07T08:50:30Z,,,Chat,,654-573-1490,Accounting,Upgrade
,,500R0000009v8kPIAQ,Product Problem,,Completed,Low,,0054P00000Av1QuQAJ,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,,,,2019-08-30T13:08:51.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,86059744684,Chimerical Auto Inbound,Cable TV Support,206-870-3459,Luke Cage,,Inbound,46,2019-08-30T13:08:51Z,,,Call,,942-506-9250,Marketing,New Product
,,500R0000009v8kQIAQ,Product Inquiry,,Completed,Medium,,0054P00000Av1R4QAJ,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,,,,2019-09-06T10:49:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,82240195444,Chimerical Auto Inbound,Sales,506-480-2067,Bruce Banner,,Inbound,147,2019-09-06T10:49:59Z,,,Chat,,462-618-2858,Legal,Hot Lead
,,500R0000009v8kRIAQ,Product Problem,,Completed,Medium,,0054P00000Av1QzQAJ,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,,,,2019-09-07T13:12:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,86508067205,Router Issues,Auto Agent,121-245-6150,Clint Barton,,Inbound,44,2019-09-07T13:12:12Z,,,Call,,980-821-6085,Services,Upgrade
,,500R0000009v8kSIAQ,Known Issue,,Completed,Low,,0054P00000Av1QaQAJ,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,,,,2019-01-02T23:00:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,83942056164,Chimerical Auto Outbound,Router Support,411-858-9633,Luke Cage,,Inbound,74,2019-01-02T23:00:34Z,,,Email,,346-420-8315,Support,Known Issue
,,500R0000009v8kTIAQ,Known Issue,,Completed,High,,0054P00000Av1R4QAJ,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,,,,2019-05-14T02:56:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87386000173,Chimerical Auto Outbound,Sales,356-919-7661,Charles Xavier,,Inbound,210,2019-05-14T02:56:08Z,,,Email,,664-825-4259,Engineering,Upgrade
,,500R0000009v8kUIAQ,Product Problem,,Completed,Low,,0054P00000Av1PrQAJ,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,,,,2019-04-18T02:22:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,85355186308,Broadband Sales,Sales,364-975-7276,Clint Barton,,Outbound,182,2019-04-18T02:22:19Z,,,Email,,661-802-2976,Accounting,New Product
,,500R0000009v8kVIAQ,Known Issue,,Completed,Low,,0054P00000Av1QGQAZ,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,,,,2019-05-11T17:25:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,83056042354,Chimerical Auto Workitem,Router Support,880-688-9076,Clint Barton,,Outbound,193,2019-05-11T17:25:03Z,,,Call,,370-114-3538,Sales,Hot Lead
,,500R0000009v8kWIAQ,Product Inquiry,,Completed,High,,0054P00000Av1QLQAZ,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,,,,2019-07-31T12:04:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,83406950258,Cable TV Issues,Sales,656-809-9181,Bruce Banner,,Outbound,158,2019-07-31T12:04:21Z,,,Call,,170-279-3177,Product Management,Fall Campaign
,,500R0000009v8kXIAQ,Known Issue,,Completed,High,,0054P00000Av1QuQAJ,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,,,,2019-10-04T22:29:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,81842296785,Chimerical Auto Outbound,Auto Agent,683-365-6877,Clint Barton,,Inbound,32,2019-10-04T22:29:13Z,,,Email,,689-346-7527,Research and Development,Known Issue
,,500R0000009v8kYIAQ,Product Problem,,Completed,Low,,0054P00000Av1QkQAJ,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,,,,2019-03-06T20:33:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,82408687906,Chimerical Auto Workitem,Auto Agent,236-151-0981,Clint Barton,,Outbound,173,2019-03-06T20:33:08Z,,,WorkItem,,498-573-1899,Human Resources,Hot Lead
,,500R0000009v8kZIAQ,Known Issue,,Completed,Medium,,0054P00000Av1QGQAZ,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,,,,2019-01-17T14:06:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,86963141245,Chimerical Auto Workitem,Router Support,378-478-0806,Tony Stark,,Outbound,125,2019-01-17T14:06:55Z,,,Email,,169-615-3513,Engineering,Hot Lead
,,500R0000009v8kaIAA,General Inquiry,,Completed,Low,,0054P00000Av1R4QAJ,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,,,,2019-04-15T05:22:56.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,81780591721,Router Issues,Sales,680-102-5394,Charles Xavier,,Outbound,74,2019-04-15T05:22:56Z,,,WorkItem,,911-917-1885,Research and Development,Upgrade
,,500R0000009v8kbIAA,Product Problem,,Completed,High,,0054P00000Av1R4QAJ,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,,,,2019-08-12T05:03:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,85971976004,Chimerical Auto Inbound,Auto Agent,136-397-2053,Clint Barton,,Inbound,106,2019-08-12T05:03:45Z,,,Email,,482-162-7071,Business Development,Spring Campaign
