ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,50055000007OmBwAAK,Product Support,,Completed,Low,,0054P00000Av1QzQAJ,mi sit amet lobortis sapien sapien non mi integer ac neque,,,,2019-05-02T10:50:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87085499309,Chimerical Auto Inbound,Cable TV Support,952-795-9003,Bruce Banner,,Outbound,187,2019-05-02T10:50:14Z,,,Chat,,714-684-0959,Services,Hot Lead
,,50055000007OmBxAAK,Product Inquiry,,Completed,High,,0054P00000Av1QLQAZ,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,,,,2019-06-07T14:42:50.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87087476302,Router Issues,Sales,108-554-3749,Justin Case,,Outbound,245,2019-06-07T14:42:50Z,,,Chat,,543-820-2556,Training,Hot Lead
,,50055000007OmByAAK,General Inquiry,,Completed,High,,0054P00000Av1QuQAJ,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,,,,2019-04-05T22:00:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87089326081,Router Issues,Auto Agent,827-689-9459,Peter Parker,,Outbound,52,2019-04-05T22:00:34Z,,,WorkItem,,801-332-7909,Legal,New Product
,,50055000007OmBzAAK,Product Problem,,Completed,Medium,,0054P00000Av1PrQAJ,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,,,,2018-12-16T11:46:41.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87089960790,Chimerical Auto Outbound,Auto Agent,964-767-5481,Luke Cage,,Outbound,185,2018-12-16T11:46:41Z,,,Email,,279-371-7248,Accounting,Hot Lead
,,50055000007OmC0AAK,Product Support,,Completed,Low,,0054P00000Av1R4QAJ,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,,,,2019-08-08T16:11:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87095264267,Router Issues,Router Support,780-894-1022,Wade Wilson,,Inbound,252,2019-08-08T16:11:10Z,,,Chat,,878-680-3717,Product Management,Hot Lead
,,50055000007OmC1AAK,Known Issue,,Completed,High,,0054P00000Av1QuQAJ,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,,,,2018-11-14T08:53:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87111329905,Chimerical Auto Workitem,Auto Agent,663-514-8512,Peter Parker,,Inbound,162,2018-11-14T08:53:59Z,,,Email,,634-274-9388,Legal,Spring Campaign
,,50055000007OmC2AAK,Product Problem,,Completed,Medium,,0054P00000Av1QfQAJ,leo odio porttitor id consequat in consequat ut nulla sed accumsan,,,,2019-06-27T10:43:37.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87112450659,Chimerical Auto Workitem,Router Support,928-271-4775,Tony Stark,,Inbound,185,2019-06-27T10:43:37Z,,,Chat,,885-388-2744,Human Resources,Known Issue
,,50055000007OmC3AAK,Known Issue,,Completed,Medium,,0054P00000Av1QLQAZ,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,,,,2019-02-17T06:39:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87116174696,Chimerical Auto Workitem,Cable TV Support,845-321-4373,Bruce Banner,,Outbound,256,2019-02-17T06:39:57Z,,,Chat,,799-613-3238,Business Development,Upgrade
,,50055000007OmC4AAK,Product Support,,Completed,Medium,,0054P00000Av1QzQAJ,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,,,,2019-02-21T19:20:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87119759478,Chimerical Auto Outbound,Auto Agent,537-830-1538,Justin Case,,Outbound,198,2019-02-21T19:20:00Z,,,WorkItem,,655-792-7159,Product Management,Upgrade
,,50055000007OmC5AAK,General Inquiry,,Completed,Medium,,0054P00000Av1QLQAZ,nisl duis ac nibh fusce lacus purus aliquet at feugiat non,,,,2018-11-28T12:58:33.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87143793152,Chimerical Auto Outbound,Router Support,784-387-8348,Peter Parker,,Inbound,238,2018-11-28T12:58:33Z,,,WorkItem,,202-690-5747,Human Resources,Fall Campaign
,,50055000007OmC6AAK,General Inquiry,,Completed,High,,0054P00000Av1R4QAJ,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,,,,2018-10-20T22:42:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87149432464,Broadband Sales,Sales,325-693-6197,Luke Cage,,Outbound,129,2018-10-20T22:42:21Z,,,WorkItem,,388-179-6636,Support,Hot Lead
,,50055000007OmC7AAK,Product Problem,,Completed,Low,,0054P00000Av1QfQAJ,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,,,,2019-03-25T23:45:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87149712898,Chimerical Auto Inbound,Auto Agent,577-895-0342,Charles Xavier,,Inbound,57,2019-03-25T23:45:31Z,,,Call,,283-795-8051,Sales,Fall Campaign
,,50055000007OmC8AAK,General Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,accumsan felis ut at dolor quis odio consequat varius integer,,,,2019-05-12T17:25:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87172465695,Broadband Sales,Router Support,695-468-5931,Justin Case,,Outbound,78,2019-05-12T17:25:28Z,,,Chat,,845-274-9665,Training,Hot Lead
,,50055000007OmC9AAK,Product Inquiry,,Completed,Low,,0054P00000Av1QzQAJ,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,,,,2019-04-27T08:08:41.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87194576938,Chimerical Auto Workitem,Auto Agent,544-798-3817,Justin Case,,Outbound,183,2019-04-27T08:08:41Z,,,WorkItem,,639-554-7191,Marketing,Spring Campaign
,,50055000007OmCAAA0,Product Problem,,Completed,Medium,,0054P00000Av1QkQAJ,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,,,,2019-08-11T05:05:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87217740573,Chimerical Auto Outbound,Auto Agent,842-910-2785,Bruce Banner,,Outbound,76,2019-08-11T05:05:43Z,,,Email,,558-332-5036,Services,Known Issue
,,50055000007OmCBAA0,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,accumsan tortor quis turpis sed ante vivamus tortor duis mattis,,,,2019-10-12T21:25:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87218501543,Chimerical Auto Workitem,Router Support,190-830-5216,Wade Wilson,,Inbound,102,2019-10-12T21:25:58Z,,,Call,,391-755-0346,Training,Fall Campaign
,,50055000007OmCCAA0,Product Support,,Completed,Medium,,0054P00000Av1QfQAJ,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,,,,2019-10-08T18:57:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87241978011,Chimerical Auto Inbound,Auto Agent,435-499-7813,Peter Parker,,Inbound,274,2019-10-08T18:57:43Z,,,Email,,180-540-9369,Training,Known Issue
,,50055000007OmCDAA0,Product Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,,,,2019-05-08T15:37:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87252487849,Broadband Sales,Auto Agent,456-369-2187,Steve Rogers,,Inbound,126,2019-05-08T15:37:55Z,,,Call,,512-878-0840,Services,Spring Campaign
,,50055000007OmCEAA0,Product Support,,Completed,High,,0054P00000Av1R4QAJ,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,,,,2019-10-08T04:31:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87259544939,Router Issues,Cable TV Support,648-496-6855,Peter Parker,,Inbound,199,2019-10-08T04:31:02Z,,,Call,,569-884-8833,Support,Spring Campaign
,,50055000007OmCFAA0,Product Support,,Completed,Low,,0054P00000Av1R4QAJ,praesent lectus vestibulum quam sapien varius ut blandit non interdum,,,,2018-12-10T12:16:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87280304949,Chimerical Auto Workitem,Cable TV Support,811-459-6625,Peter Parker,,Outbound,123,2018-12-10T12:16:13Z,,,Call,,188-329-4352,Engineering,Known Issue
,,50055000007OmCGAA0,Product Problem,,Completed,Low,,0054P00000Av1QuQAJ,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,,,,2018-12-05T03:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87310834876,Broadband Sales,Auto Agent,207-909-0450,Wade Wilson,,Inbound,72,2018-12-05T03:42:14Z,,,Email,,517-401-7308,Human Resources,Spring Campaign
,,50055000007OmCHAA0,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,,,,2019-03-24T18:53:54.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87328447425,Chimerical Auto Inbound,Router Support,450-665-8841,Bruce Banner,,Outbound,296,2019-03-24T18:53:54Z,,,Chat,,206-981-2090,Accounting,Fall Campaign
,,50055000007OmCIAA0,General Inquiry,,Completed,Medium,,0054P00000Av1QLQAZ,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,,,,2019-06-25T13:07:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87328905041,Chimerical Auto Outbound,Sales,394-380-4830,Peter Parker,,Outbound,285,2019-06-25T13:07:20Z,,,Chat,,758-902-0657,Legal,Fall Campaign
,,50055000007OmCJAA0,Product Support,,Completed,Low,,0054P00000Av1PrQAJ,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,,,,2019-06-06T19:49:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87335326018,Chimerical Auto Inbound,Auto Agent,625-456-4819,Peter Parker,,Outbound,265,2019-06-06T19:49:21Z,,,Call,,402-915-7491,Legal,Known Issue
,,50055000007OmCKAA0,Product Problem,,Completed,High,,0054P00000Av1QLQAZ,a pede posuere nonummy integer non velit donec diam neque,,,,2018-12-16T07:45:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87342468302,Chimerical Auto Workitem,Sales,297-191-5181,Wade Wilson,,Outbound,300,2018-12-16T07:45:20Z,,,Call,,442-683-0048,Support,Known Issue
,,50055000007OmCLAA0,Product Problem,,Completed,Medium,,0054P00000Av1QzQAJ,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,,,,2019-08-07T08:24:52.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87346062528,Chimerical Auto Workitem,Cable TV Support,758-909-0402,Steve Rogers,,Outbound,137,2019-08-07T08:24:52Z,,,WorkItem,,595-784-6888,Services,Spring Campaign
,,50055000007OmCMAA0,General Inquiry,,Completed,High,,0054P00000Av1PrQAJ,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,,,,2019-08-30T07:30:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87349519284,Cable TV Issues,Router Support,435-655-3559,Steve Rogers,,Outbound,262,2019-08-30T07:30:20Z,,,Chat,,118-938-6776,Marketing,Upgrade
,,50055000007OmCNAA0,Known Issue,,Completed,High,,0054P00000Av1QLQAZ,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,,,,2019-07-30T08:13:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87358395043,Chimerical Auto Outbound,Cable TV Support,509-689-4928,Peter Parker,,Outbound,55,2019-07-30T08:13:34Z,,,Call,,300-275-4421,Marketing,Fall Campaign
,,50055000007OmCOAA0,Product Problem,,Completed,Medium,,0054P00000Av1QLQAZ,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,,,,2019-06-25T10:28:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87363734052,Chimerical Auto Inbound,Router Support,185-871-6171,Wade Wilson,,Inbound,73,2019-06-25T10:28:58Z,,,Call,,389-275-8877,Accounting,Spring Campaign
,,50055000007OmCPAA0,Product Support,,Completed,High,,0054P00000Av1R4QAJ,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,,,,2019-05-29T08:36:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87369929331,Router Issues,Auto Agent,295-676-0127,Bruce Banner,,Outbound,75,2019-05-29T08:36:32Z,,,Chat,,942-715-9472,Legal,Spring Campaign
,,50055000007OmCQAA0,Product Support,,Completed,Medium,,0054P00000Av1QfQAJ,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,,,,2019-03-01T10:37:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87386000174,Chimerical Auto Inbound,Sales,897-280-2443,Justin Case,,Outbound,285,2019-03-01T10:37:55Z,,,Call,,109-247-8999,Training,Spring Campaign
,,50055000007OmCRAA0,General Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,,,,2019-05-19T04:05:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87389511174,Chimerical Auto Workitem,Auto Agent,475-251-7157,Tony Stark,,Inbound,138,2019-05-19T04:05:00Z,,,Email,,905-273-2323,Engineering,Upgrade
,,50055000007OmCSAA0,General Inquiry,,Completed,High,,0054P00000Av1QaQAJ,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,,,,2018-11-12T03:07:38.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87390697749,Cable TV Issues,Auto Agent,903-454-3048,Tony Stark,,Inbound,290,2018-11-12T03:07:38Z,,,Call,,319-504-9003,Services,Fall Campaign
,,50055000007OmCTAA0,Product Support,,Completed,High,,0054P00000Av1QGQAZ,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,,,,2018-12-06T15:35:35.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87400825080,Chimerical Auto Inbound,Auto Agent,602-683-9754,Steve Rogers,,Inbound,185,2018-12-06T15:35:35Z,,,Call,,667-311-0462,Human Resources,Fall Campaign
,,50055000007OmCUAA0,General Inquiry,,Completed,High,,0054P00000Av1QkQAJ,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,,,,2018-11-13T13:51:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87405016791,Router Issues,Cable TV Support,496-152-6165,Steve Rogers,,Outbound,118,2018-11-13T13:51:44Z,,,Email,,427-752-1731,Marketing,Hot Lead
,,50055000007OmCVAA0,General Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,vestibulum sed magna at nunc commodo placerat praesent blandit nam,,,,2019-08-17T03:07:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87413186658,Broadband Sales,Cable TV Support,119-142-3307,Tony Stark,,Outbound,63,2019-08-17T03:07:44Z,,,WorkItem,,234-193-8104,Research and Development,Upgrade
,,50055000007OmCWAA0,Known Issue,,Completed,Low,,0054P00000Av1QzQAJ,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,,,,2019-10-14T01:07:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87428437586,Chimerical Auto Inbound,Auto Agent,228-682-3081,Tony Stark,,Inbound,80,2019-10-14T01:07:11Z,,,Chat,,727-259-7641,Business Development,Known Issue
,,50055000007OmCXAA0,General Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,,,,2019-03-31T05:09:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87429756618,Chimerical Auto Workitem,Router Support,159-207-3911,Steve Rogers,,Outbound,39,2019-03-31T05:09:01Z,,,Email,,299-350-6350,Engineering,New Product
,,50055000007OmCYAA0,General Inquiry,,Completed,Low,,0054P00000Av1QLQAZ,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,,,,2018-12-05T15:43:51.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87438666837,Broadband Sales,Sales,634-643-4485,Justin Case,,Outbound,172,2018-12-05T15:43:51Z,,,Email,,118-669-5956,Engineering,Known Issue
,,50055000007OmCZAA0,Product Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,,,,2019-06-11T04:09:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87455712179,Chimerical Auto Outbound,Cable TV Support,563-992-3826,Wade Wilson,,Outbound,155,2019-06-11T04:09:59Z,,,Chat,,294-436-4341,Legal,Spring Campaign
,,50055000007OmCaAAK,Product Problem,,Completed,Medium,,0054P00000Av1QLQAZ,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,,,,2019-07-13T08:44:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87456637834,Router Issues,Sales,220-990-9319,Peter Parker,,Inbound,85,2019-07-13T08:44:34Z,,,WorkItem,,856-776-5018,Human Resources,New Product
,,50055000007OmCbAAK,Product Inquiry,,Completed,Low,,0054P00000Av1QGQAZ,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,,,,2019-04-26T18:45:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87464846733,Chimerical Auto Outbound,Router Support,749-515-3569,Clint Barton,,Outbound,48,2019-04-26T18:45:11Z,,,WorkItem,,992-536-9773,Product Management,Upgrade
,,50055000007OmCcAAK,General Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,,,,2019-08-27T02:21:54.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87473969594,Broadband Sales,Router Support,337-285-7985,Wade Wilson,,Outbound,283,2019-08-27T02:21:54Z,,,WorkItem,,540-118-0298,Human Resources,Spring Campaign
,,50055000007OmCdAAK,Product Support,,Completed,High,,0054P00000Av1R4QAJ,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,,,,2018-11-26T20:51:27.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87477909120,Broadband Sales,Sales,519-972-4356,Charles Xavier,,Outbound,185,2018-11-26T20:51:27Z,,,Chat,,637-365-7164,Business Development,Known Issue
,,50055000007OmCeAAK,General Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,,,,2018-11-27T16:34:56.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87479333370,Cable TV Issues,Cable TV Support,169-908-4545,Justin Case,,Inbound,54,2018-11-27T16:34:56Z,,,WorkItem,,888-359-5154,Sales,Hot Lead
,,50055000007OmCfAAK,Known Issue,,Completed,Low,,0054P00000Av1QaQAJ,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,,,,2018-12-22T15:52:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87484294813,Chimerical Auto Inbound,Auto Agent,510-633-1191,Clint Barton,,Inbound,133,2018-12-22T15:52:30Z,,,Chat,,222-981-7176,Research and Development,Spring Campaign
,,50055000007OmCgAAK,Known Issue,,Completed,High,,0054P00000Av1R4QAJ,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,,,,2019-01-03T06:49:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87488884317,Chimerical Auto Workitem,Auto Agent,508-913-4939,Luke Cage,,Inbound,277,2019-01-03T06:49:14Z,,,Chat,,981-899-5839,Research and Development,New Product
,,50055000007OmChAAK,Product Support,,Completed,Low,,0054P00000Av1QaQAJ,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,,,,2019-07-25T03:34:19.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87489377455,Broadband Sales,Auto Agent,484-559-0813,Peter Parker,,Outbound,144,2019-07-25T03:34:19Z,,,Chat,,117-179-6305,Research and Development,Known Issue
,,50055000007OmCiAAK,General Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,fermentum donec ut mauris eget massa tempor convallis nulla neque,,,,2019-06-02T00:30:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87490763347,Chimerical Auto Outbound,Cable TV Support,212-434-9905,Peter Parker,,Outbound,60,2019-06-02T00:30:53Z,,,Call,,946-442-9611,Services,New Product
,,50055000007OmCjAAK,General Inquiry,,Completed,High,,0054P00000Av1QaQAJ,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,,,,2019-10-07T14:33:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87525783623,Chimerical Auto Outbound,Auto Agent,833-559-7639,Luke Cage,,Inbound,52,2019-10-07T14:33:58Z,,,WorkItem,,951-962-4523,Support,Known Issue
,,50055000007OmCkAAK,Known Issue,,Completed,Medium,,0054P00000Av1QfQAJ,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,,,,2019-08-12T02:39:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87535083679,Chimerical Auto Outbound,Cable TV Support,953-993-1831,Justin Case,,Inbound,151,2019-08-12T02:39:28Z,,,WorkItem,,830-195-7244,Services,Spring Campaign
,,50055000007OmClAAK,Product Inquiry,,Completed,Medium,,0054P00000Av1QzQAJ,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,,,,2019-09-03T23:03:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87547381198,Chimerical Auto Outbound,Router Support,451-264-8951,Clint Barton,,Inbound,247,2019-09-03T23:03:20Z,,,WorkItem,,495-959-4822,Marketing,Known Issue
,,50055000007OmCmAAK,Known Issue,,Completed,High,,0054P00000Av1QLQAZ,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,,,,2019-03-20T05:29:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,87550145403,Chimerical Auto Workitem,Auto Agent,186-469-2327,Bruce Banner,,Inbound,195,2019-03-20T05:29:58Z,,,Email,,578-226-5259,Research and Development,Spring Campaign
,,50055000007OmCnAAK,Product Inquiry,,Completed,Low,,0054P00000Av1PrQAJ,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,,,,2019-05-06T14:20:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87564289904,Chimerical Auto Outbound,Auto Agent,983-720-2728,Wade Wilson,,Inbound,164,2019-05-06T14:20:00Z,,,WorkItem,,255-872-7698,Business Development,New Product
,,50055000007OmCoAAK,Known Issue,,Completed,High,,0054P00000Av1QGQAZ,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,,,,2019-09-07T21:45:55.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87575868293,Cable TV Issues,Router Support,801-292-8858,Justin Case,,Inbound,104,2019-09-07T21:45:55Z,,,WorkItem,,649-680-1143,Services,Spring Campaign
,,50055000007OmCpAAK,Known Issue,,Completed,Medium,,0054P00000Av1QuQAJ,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,,,,2018-12-04T00:08:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87580089760,Router Issues,Auto Agent,160-859-1921,Tony Stark,,Inbound,204,2018-12-04T00:08:04Z,,,Call,,796-859-3808,Human Resources,Fall Campaign
,,50055000007OmCqAAK,Product Problem,,Completed,High,,0054P00000Av1QuQAJ,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,,,,2019-10-01T20:46:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,87583385229,Cable TV Issues,Sales,558-588-4834,Charles Xavier,,Inbound,70,2019-10-01T20:46:58Z,,,Call,,951-822-0588,Sales,Upgrade
,,50055000007OmCrAAK,Known Issue,,Completed,Low,,0054P00000Av1QuQAJ,ante ipsum primis in faucibus orci luctus et ultrices posuere,,,,2019-09-29T17:44:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,87585066464,Chimerical Auto Inbound,Cable TV Support,722-531-4956,Luke Cage,,Outbound,146,2019-09-29T17:44:46Z,,,Call,,616-315-0870,Research and Development,Fall Campaign
,,50055000007OmCsAAK,Product Problem,,Completed,Low,,0054P00000Av1QaQAJ,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,,,,2018-11-26T01:20:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,87587851571,Broadband Sales,Sales,435-512-4955,Luke Cage,,Inbound,167,2018-11-26T01:20:53Z,,,Chat,,399-331-8489,Human Resources,Fall Campaign
