CALL_DURATION_IN_SECONDS__C (Agent Seconds),IncontactId,First Name,Last Name,Media Type,Skill Name,Team Name,Call Duration,Contact Start
152,86998407551,Tony,Stark,WorkItem,Chimerical Auto Workitem,Cable TV Support,152,2019-07-10T06:23:03.000Z
62,86584834582,Justin,Case,Email,Chimerical Auto Workitem,Router Support,62,2018-11-17T18:57:50.000Z
269,83150795443,Bruce,Banner,Call,Chimerical Auto Workitem,Auto Agent,269,2019-07-09T12:33:28.000Z
36,86718691101,Luke,Cage,Call,Chimerical Auto Workitem,Sales,36,2019-05-06T11:23:18.000Z
258,89101909067,Charles,Xavier,WorkItem,Chimerical Auto Workitem,Sales,258,2019-05-29T15:20:24.000Z
43,86877438815,Peter,Parker,Chat,Chimerical Auto Workitem,Router Support,43,2019-02-17T07:50:30.000Z
181,89948904870,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,181,2019-07-16T16:20:45.000Z
116,86915461998,Wade,Wilson,Email,Chimerical Auto Workitem,Cable TV Support,116,2019-05-23T12:48:17.000Z
148,84205310188,Luke,Cage,WorkItem,Chimerical Auto Workitem,Sales,148,2019-07-18T15:37:33.000Z
245,82348652245,Clint,Barton,Email,Chimerical Auto Workitem,Auto Agent,245,2019-02-03T06:02:11.000Z
71,88330991158,Luke,Cage,Email,Chimerical Auto Workitem,Auto Agent,71,2019-02-09T13:40:40.000Z
265,85044226834,Tony,Stark,Chat,Chimerical Auto Workitem,Cable TV Support,265,2019-04-12T09:17:07.000Z
244,89217978276,Tony,Stark,Email,Chimerical Auto Workitem,Cable TV Support,244,2019-09-23T16:56:26.000Z
216,89902350424,Clint,Barton,Chat,Chimerical Auto Workitem,Sales,216,2019-05-17T11:51:25.000Z
275,88935289105,Wade,Wilson,Chat,Chimerical Auto Workitem,Auto Agent,275,2019-03-20T14:06:11.000Z
284,89637787184,Justin,Case,Chat,Chimerical Auto Workitem,Sales,284,2019-01-07T10:18:28.000Z
286,84545460716,Wade,Wilson,Email,Chimerical Auto Workitem,Sales,286,2019-09-12T13:39:00.000Z
273,86498827878,Tony,Stark,WorkItem,Chimerical Auto Workitem,Router Support,273,2019-03-06T23:09:21.000Z
292,84746163580,Peter,Parker,Chat,Chimerical Auto Workitem,Auto Agent,292,2019-04-05T16:31:42.000Z
141,86245828793,Steve,Rogers,Email,Chimerical Auto Workitem,Auto Agent,141,2019-02-21T18:12:11.000Z
175,85841337939,Steve,Rogers,WorkItem,Chimerical Auto Workitem,Router Support,175,2019-09-08T03:52:30.000Z
232,81719113957,Bruce,Banner,Chat,Chimerical Auto Workitem,Router Support,232,2019-08-16T15:30:54.000Z
104,88860453829,Luke,Cage,WorkItem,Chimerical Auto Workitem,Router Support,104,2019-05-03T15:06:54.000Z
55,83698180943,Peter,Parker,Call,Chimerical Auto Workitem,Router Support,55,2019-06-10T09:49:00.000Z
142,86044805392,Clint,Barton,Email,Chimerical Auto Workitem,Sales,142,2018-11-20T05:49:35.000Z
100,84496328509,Wade,Wilson,Call,Chimerical Auto Workitem,Sales,100,2018-11-15T21:38:05.000Z
241,87346062527,Bruce,Banner,WorkItem,Chimerical Auto Workitem,Router Support,241,2019-08-30T20:12:31.000Z
59,83018473467,Steve,Rogers,Call,Chimerical Auto Workitem,Auto Agent,59,2019-10-08T16:54:51.000Z
278,88242896012,Bruce,Banner,WorkItem,Chimerical Auto Workitem,Auto Agent,278,2019-05-21T07:42:58.000Z
215,86338989565,Bruce,Banner,Email,Chimerical Auto Workitem,Auto Agent,215,2019-02-09T09:35:31.000Z
113,86541544004,Steve,Rogers,WorkItem,Chimerical Auto Workitem,Sales,113,2019-03-14T18:56:08.000Z
175,84412037902,Steve,Rogers,Chat,Chimerical Auto Workitem,Router Support,175,2019-07-06T01:50:02.000Z
29,87625009891,Luke,Cage,Call,Chimerical Auto Workitem,Sales,29,2019-08-18T06:09:02.000Z
54,83616088461,Justin,Case,WorkItem,Chimerical Auto Workitem,Cable TV Support,54,2019-07-14T20:02:13.000Z
168,83660113910,Peter,Parker,Email,Chimerical Auto Workitem,Router Support,168,2018-10-30T07:17:31.000Z
43,86392195669,Steve,Rogers,Chat,Chimerical Auto Workitem,Router Support,43,2019-10-14T14:36:11.000Z
86,86148803314,Justin,Case,WorkItem,Chimerical Auto Workitem,Cable TV Support,86,2019-03-07T02:46:54.000Z
286,84077730675,Luke,Cage,WorkItem,Chimerical Auto Workitem,Router Support,286,2018-11-14T14:37:43.000Z
204,89308573344,Justin,Case,Email,Chimerical Auto Workitem,Auto Agent,204,2018-12-17T23:47:27.000Z
222,82266886425,Justin,Case,Email,Chimerical Auto Workitem,Sales,222,2019-09-26T02:42:53.000Z
260,89305683436,Peter,Parker,WorkItem,Chimerical Auto Workitem,Auto Agent,260,2019-10-09T03:20:14.000Z
185,82925978023,Clint,Barton,Chat,Chimerical Auto Workitem,Sales,185,2018-12-14T08:04:06.000Z
164,84177705151,Tony,Stark,Chat,Chimerical Auto Workitem,Router Support,164,2019-01-05T15:34:10.000Z
138,81447577806,Charles,Xavier,Email,Chimerical Auto Workitem,Sales,138,2019-07-07T11:59:40.000Z
210,88652811139,Charles,Xavier,WorkItem,Chimerical Auto Workitem,Auto Agent,210,2018-12-21T16:30:01.000Z
263,83987809181,Bruce,Banner,WorkItem,Chimerical Auto Workitem,Cable TV Support,263,2019-07-29T22:34:48.000Z
147,87342468301,Steve,Rogers,Chat,Chimerical Auto Workitem,Router Support,147,2019-01-16T16:48:13.000Z
39,81931623246,Steve,Rogers,Call,Chimerical Auto Workitem,Auto Agent,39,2019-01-12T10:57:15.000Z
287,87016735193,Charles,Xavier,WorkItem,Router Issues,Cable TV Support,287,2019-02-12T21:15:08.000Z
146,85331945171,Tony,Stark,Chat,Chimerical Auto Inbound,Sales,146,2019-08-16T22:10:46.000Z
36,82720796483,Steve,Rogers,Chat,Router Issues,Auto Agent,36,2019-05-16T16:24:17.000Z
76,84853763889,Luke,Cage,WorkItem,Broadband Sales,Auto Agent,76,2018-11-16T15:07:12.000Z
134,83574911464,Justin,Case,WorkItem,Chimerical Auto Workitem,Cable TV Support,134,2018-10-28T08:11:14.000Z
160,83539824603,Peter,Parker,WorkItem,Broadband Sales,Cable TV Support,160,2019-08-06T01:16:17.000Z
72,83812830465,Justin,Case,WorkItem,Chimerical Auto Inbound,Sales,72,2019-08-20T09:45:26.000Z
59,82826672365,Wade,Wilson,Chat,Broadband Sales,Sales,59,2019-08-11T20:33:20.000Z
251,81719861829,Charles,Xavier,Chat,Chimerical Auto Inbound,Auto Agent,251,2018-10-21T20:35:33.000Z
90,88453742942,Peter,Parker,Email,Chimerical Auto Outbound,Router Support,90,2018-12-16T06:35:22.000Z
269,85562885048,Luke,Cage,Email,Router Issues,Sales,269,2019-09-17T18:12:13.000Z
198,85993560559,Peter,Parker,Call,Chimerical Auto Inbound,Auto Agent,198,2019-09-30T21:51:30.000Z
156,82604514818,Wade,Wilson,Call,Broadband Sales,Auto Agent,156,2019-07-16T12:28:04.000Z
68,87456637833,Charles,Xavier,Chat,Cable TV Issues,Cable TV Support,68,2019-01-23T15:53:55.000Z
86,83609384256,Steve,Rogers,WorkItem,Broadband Sales,Router Support,86,2018-11-02T08:22:08.000Z
175,85937185913,Steve,Rogers,Chat,Broadband Sales,Cable TV Support,175,2019-02-03T22:30:38.000Z
237,86132890055,Bruce,Banner,Call,Router Issues,Router Support,237,2018-10-28T20:04:17.000Z
126,86447413989,Luke,Cage,WorkItem,Chimerical Auto Workitem,Sales,126,2019-07-22T14:27:40.000Z
165,86077534676,Justin,Case,Email,Chimerical Auto Workitem,Auto Agent,165,2019-09-05T17:49:41.000Z
250,83806130603,Peter,Parker,Call,Chimerical Auto Workitem,Auto Agent,250,2019-07-04T17:46:32.000Z
262,86973908495,Peter,Parker,Email,Chimerical Auto Outbound,Router Support,262,2019-07-29T14:44:59.000Z
106,87772029721,Steve,Rogers,Call,Chimerical Auto Outbound,Auto Agent,106,2019-03-08T09:41:19.000Z
49,81898843720,Peter,Parker,Chat,Cable TV Issues,Cable TV Support,49,2019-07-11T22:44:03.000Z
256,83434903393,Steve,Rogers,Call,Router Issues,Router Support,256,2019-02-12T06:15:06.000Z
57,86981240062,Tony,Stark,Call,Chimerical Auto Workitem,Sales,57,2018-11-15T05:46:03.000Z
26,89355071690,Clint,Barton,Call,Router Issues,Auto Agent,26,2018-12-28T04:39:52.000Z
251,87044531302,Charles,Xavier,Call,Router Issues,Cable TV Support,251,2018-11-14T01:14:50.000Z
127,85379342467,Justin,Case,Email,Router Issues,Auto Agent,127,2019-04-14T04:06:30.000Z
25,86662798527,Steve,Rogers,Chat,Router Issues,Router Support,25,2019-08-08T04:10:07.000Z
93,89477654483,Justin,Case,Call,Cable TV Issues,Sales,93,2019-02-07T09:27:53.000Z
268,81378140996,Peter,Parker,WorkItem,Chimerical Auto Inbound,Router Support,268,2018-12-30T10:33:39.000Z
185,81381866822,Steve,Rogers,Call,Cable TV Issues,Cable TV Support,185,2019-04-02T14:32:42.000Z
168,81393190587,Peter,Parker,Chat,Router Issues,Sales,168,2019-04-30T13:43:46.000Z
122,81396874708,Luke,Cage,Chat,Chimerical Auto Inbound,Router Support,122,2019-09-27T17:08:38.000Z
258,81403968530,Bruce,Banner,Email,Cable TV Issues,Cable TV Support,258,2018-11-07T23:28:21.000Z
42,81405759618,Peter,Parker,WorkItem,Chimerical Auto Workitem,Cable TV Support,42,2018-11-20T13:35:34.000Z
259,81412203569,Clint,Barton,Chat,Router Issues,Router Support,259,2018-11-29T23:36:26.000Z
107,81413485237,Tony,Stark,Chat,Cable TV Issues,Router Support,107,2019-02-10T22:17:12.000Z
218,81420413508,Steve,Rogers,Call,Broadband Sales,Sales,218,2019-04-06T04:53:21.000Z
176,81421242954,Justin,Case,WorkItem,Router Issues,Sales,176,2019-01-24T01:53:00.000Z
149,81432595320,Clint,Barton,Call,Router Issues,Sales,149,2018-11-19T04:51:31.000Z
45,81447577807,Peter,Parker,Call,Broadband Sales,Router Support,45,2019-02-18T04:28:03.000Z
210,81448477376,Peter,Parker,Call,Router Issues,Cable TV Support,210,2019-03-17T20:28:44.000Z
248,81458235647,Peter,Parker,Call,Cable TV Issues,Cable TV Support,248,2019-01-11T09:08:31.000Z
30,81489317828,Clint,Barton,Email,Router Issues,Router Support,30,2019-06-19T16:27:38.000Z
275,81495013626,Wade,Wilson,Chat,Chimerical Auto Outbound,Cable TV Support,275,2018-11-01T22:00:40.000Z
39,81499304352,Bruce,Banner,Email,Broadband Sales,Auto Agent,39,2019-02-14T08:25:48.000Z
276,81500116979,Clint,Barton,Call,Chimerical Auto Outbound,Sales,276,2018-11-23T13:22:52.000Z
240,81500349709,Clint,Barton,Email,Broadband Sales,Cable TV Support,240,2019-02-02T06:11:43.000Z
97,81517758829,Justin,Case,Call,Chimerical Auto Outbound,Router Support,97,2018-12-20T12:03:20.000Z
190,81526121632,Wade,Wilson,Chat,Chimerical Auto Workitem,Router Support,190,2019-01-24T21:36:17.000Z
124,81542806348,Luke,Cage,WorkItem,Cable TV Issues,Auto Agent,124,2019-05-08T18:32:11.000Z
73,81560075027,Luke,Cage,Call,Chimerical Auto Workitem,Router Support,73,2019-01-20T19:20:17.000Z
144,81567693035,Bruce,Banner,Email,Chimerical Auto Inbound,Cable TV Support,144,2019-09-29T09:17:06.000Z
137,81573767309,Wade,Wilson,Call,Chimerical Auto Workitem,Cable TV Support,137,2019-01-23T23:16:48.000Z
264,81591769346,Peter,Parker,WorkItem,Cable TV Issues,Auto Agent,264,2019-06-04T12:46:28.000Z
30,81592119939,Luke,Cage,Call,Chimerical Auto Workitem,Auto Agent,30,2019-06-13T17:57:50.000Z
208,81593996410,Peter,Parker,Chat,Chimerical Auto Outbound,Auto Agent,208,2019-08-28T04:10:57.000Z
68,81606363997,Luke,Cage,Email,Router Issues,Cable TV Support,68,2018-11-22T13:08:38.000Z
211,81607821696,Bruce,Banner,Call,Chimerical Auto Inbound,Sales,211,2019-05-17T04:44:21.000Z
160,81608695435,Bruce,Banner,WorkItem,Chimerical Auto Inbound,Auto Agent,160,2019-06-04T01:03:31.000Z
266,81619117231,Charles,Xavier,Chat,Chimerical Auto Workitem,Router Support,266,2019-09-20T02:34:33.000Z
235,81620415747,Steve,Rogers,WorkItem,Broadband Sales,Cable TV Support,235,2019-01-11T04:17:28.000Z
300,81624348155,Justin,Case,Chat,Cable TV Issues,Sales,300,2019-04-01T20:25:30.000Z
255,81631595516,Justin,Case,WorkItem,Router Issues,Auto Agent,255,2019-07-27T19:33:24.000Z
69,81643941921,Luke,Cage,Chat,Chimerical Auto Inbound,Cable TV Support,69,2018-11-20T00:56:44.000Z
81,81648358418,Steve,Rogers,Chat,Broadband Sales,Auto Agent,81,2019-06-17T10:53:39.000Z
218,81655822856,Tony,Stark,Chat,Cable TV Issues,Sales,218,2019-04-20T13:42:37.000Z
194,81657534799,Peter,Parker,Email,Router Issues,Cable TV Support,194,2018-12-11T11:59:57.000Z
221,81659847721,Bruce,Banner,Call,Chimerical Auto Outbound,Auto Agent,221,2019-02-21T01:17:50.000Z
94,81664738519,Justin,Case,Call,Router Issues,Router Support,94,2019-09-16T20:54:58.000Z
80,81666944947,Charles,Xavier,WorkItem,Chimerical Auto Inbound,Auto Agent,80,2019-01-12T06:46:25.000Z
290,81676095772,Bruce,Banner,WorkItem,Chimerical Auto Inbound,Sales,290,2019-06-22T07:44:23.000Z
164,81682730389,Clint,Barton,WorkItem,Chimerical Auto Outbound,Sales,164,2019-05-16T02:50:31.000Z
92,81684129747,Clint,Barton,Chat,Broadband Sales,Sales,92,2019-04-01T16:56:58.000Z
38,81706138030,Tony,Stark,Email,Broadband Sales,Auto Agent,38,2018-10-31T21:08:10.000Z
58,81713517668,Steve,Rogers,Chat,Chimerical Auto Workitem,Sales,58,2019-06-15T05:52:53.000Z
43,81719113958,Peter,Parker,Chat,Chimerical Auto Outbound,Auto Agent,43,2019-02-08T21:07:40.000Z
40,81719861830,Luke,Cage,Chat,Chimerical Auto Workitem,Auto Agent,40,2019-08-12T13:15:21.000Z
134,81723352356,Charles,Xavier,WorkItem,Cable TV Issues,Auto Agent,134,2019-04-21T02:43:12.000Z
161,81733585576,Charles,Xavier,WorkItem,Router Issues,Router Support,161,2018-12-05T09:53:52.000Z
249,81735818431,Luke,Cage,Chat,Broadband Sales,Cable TV Support,249,2019-01-02T20:13:45.000Z
33,81737443121,Bruce,Banner,WorkItem,Chimerical Auto Inbound,Cable TV Support,33,2018-12-03T04:45:08.000Z
168,81746854047,Bruce,Banner,Call,Router Issues,Router Support,168,2019-05-15T22:55:36.000Z
107,81753361822,Charles,Xavier,Call,Chimerical Auto Inbound,Cable TV Support,107,2019-02-18T09:36:59.000Z
69,81755131403,Peter,Parker,WorkItem,Router Issues,Router Support,69,2018-10-27T03:26:41.000Z
43,81763725065,Peter,Parker,WorkItem,Chimerical Auto Outbound,Cable TV Support,43,2019-10-09T14:46:52.000Z
300,81764792565,Wade,Wilson,WorkItem,Router Issues,Cable TV Support,300,2019-06-02T13:49:58.000Z
187,81766556208,Steve,Rogers,Call,Chimerical Auto Outbound,Cable TV Support,187,2019-07-31T07:37:47.000Z
163,81770094367,Wade,Wilson,Chat,Cable TV Issues,Router Support,163,2019-09-14T14:10:29.000Z
202,81780591722,Peter,Parker,Email,Router Issues,Router Support,202,2019-07-23T23:10:13.000Z
56,81781489527,Clint,Barton,Call,Cable TV Issues,Auto Agent,56,2019-03-25T20:42:55.000Z
60,81782200455,Clint,Barton,Chat,Router Issues,Sales,60,2019-01-20T12:05:57.000Z
69,81787326196,Bruce,Banner,Email,Chimerical Auto Workitem,Auto Agent,69,2019-07-01T11:20:50.000Z
244,81799210183,Luke,Cage,Call,Broadband Sales,Auto Agent,244,2019-06-05T15:45:30.000Z
199,81811687830,Charles,Xavier,WorkItem,Chimerical Auto Workitem,Cable TV Support,199,2019-10-15T09:12:57.000Z
271,81841637837,Clint,Barton,Email,Cable TV Issues,Cable TV Support,271,2019-07-29T10:04:21.000Z
255,81842296786,Clint,Barton,Email,Chimerical Auto Workitem,Cable TV Support,255,2019-04-14T08:59:27.000Z
180,81853345357,Wade,Wilson,WorkItem,Chimerical Auto Outbound,Sales,180,2018-10-19T01:05:50.000Z
94,81861673561,Peter,Parker,Chat,Chimerical Auto Workitem,Auto Agent,94,2018-12-22T22:27:57.000Z
231,81868177363,Charles,Xavier,Call,Cable TV Issues,Cable TV Support,231,2019-07-04T04:56:10.000Z
163,81874925116,Steve,Rogers,Call,Router Issues,Cable TV Support,163,2019-01-28T14:49:49.000Z
31,81889857807,Steve,Rogers,Call,Chimerical Auto Outbound,Router Support,31,2019-06-21T02:38:19.000Z
185,81896114513,Charles,Xavier,Email,Chimerical Auto Outbound,Router Support,185,2018-12-01T10:59:05.000Z
276,81898843721,Luke,Cage,Email,Broadband Sales,Auto Agent,276,2019-02-27T23:09:12.000Z
258,81900144957,Bruce,Banner,WorkItem,Broadband Sales,Cable TV Support,258,2018-12-09T01:42:26.000Z
188,81913818515,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,188,2019-09-17T03:26:59.000Z
172,81924736538,Clint,Barton,WorkItem,Chimerical Auto Inbound,Sales,172,2018-12-15T09:50:27.000Z
291,81925688647,Charles,Xavier,Chat,Chimerical Auto Inbound,Router Support,291,2019-03-16T15:40:17.000Z
164,81931623247,Wade,Wilson,WorkItem,Chimerical Auto Workitem,Sales,164,2019-08-15T05:27:31.000Z
202,81941667328,Clint,Barton,WorkItem,Chimerical Auto Inbound,Auto Agent,202,2019-07-06T05:13:56.000Z
235,81967340015,Clint,Barton,Chat,Chimerical Auto Inbound,Sales,235,2019-01-10T08:17:27.000Z
138,81967849420,Charles,Xavier,WorkItem,Chimerical Auto Inbound,Router Support,138,2019-05-14T07:54:26.000Z
175,81974016210,Bruce,Banner,Email,Chimerical Auto Inbound,Sales,175,2019-02-19T22:23:09.000Z
81,81977557410,Bruce,Banner,WorkItem,Broadband Sales,Sales,81,2019-02-13T02:15:21.000Z
51,81987954177,Charles,Xavier,Call,Chimerical Auto Workitem,Auto Agent,51,2019-06-06T15:34:19.000Z
137,82034443916,Peter,Parker,Chat,Cable TV Issues,Cable TV Support,137,2019-01-31T18:20:05.000Z
243,82068329303,Charles,Xavier,Email,Router Issues,Auto Agent,243,2019-07-31T10:28:21.000Z
49,82071186384,Charles,Xavier,Call,Chimerical Auto Workitem,Sales,49,2019-03-31T22:25:53.000Z
144,82072080030,Wade,Wilson,Email,Chimerical Auto Outbound,Sales,144,2019-01-09T12:29:23.000Z
181,82078918991,Luke,Cage,Call,Cable TV Issues,Auto Agent,181,2019-01-12T06:04:22.000Z
129,82085043753,Tony,Stark,Call,Chimerical Auto Inbound,Sales,129,2019-02-21T23:05:00.000Z
100,82087363642,Justin,Case,Call,Broadband Sales,Cable TV Support,100,2019-05-07T10:22:37.000Z
98,82089632698,Wade,Wilson,Call,Cable TV Issues,Auto Agent,98,2018-12-20T15:34:39.000Z
176,82097316961,Justin,Case,WorkItem,Chimerical Auto Workitem,Cable TV Support,176,2019-03-23T08:22:57.000Z
62,82105104083,Charles,Xavier,Email,Chimerical Auto Outbound,Auto Agent,62,2019-06-14T03:49:07.000Z
47,82125764150,Steve,Rogers,Call,Broadband Sales,Cable TV Support,47,2019-04-17T22:06:45.000Z
196,82130487910,Justin,Case,Call,Router Issues,Router Support,196,2019-10-10T15:31:10.000Z
295,82130613834,Wade,Wilson,WorkItem,Chimerical Auto Inbound,Sales,295,2019-09-01T14:27:19.000Z
46,82135286497,Clint,Barton,Chat,Cable TV Issues,Router Support,46,2018-10-22T17:19:59.000Z
83,82140804128,Justin,Case,WorkItem,Router Issues,Auto Agent,83,2019-02-26T07:03:56.000Z
288,82141313433,Bruce,Banner,Call,Broadband Sales,Sales,288,2019-03-06T10:47:38.000Z
101,82153623122,Bruce,Banner,Call,Chimerical Auto Workitem,Router Support,101,2019-06-09T15:34:25.000Z
81,82157744348,Clint,Barton,Call,Chimerical Auto Workitem,Auto Agent,81,2018-10-24T07:13:49.000Z
43,82180975343,Luke,Cage,WorkItem,Router Issues,Cable TV Support,43,2019-08-05T00:34:05.000Z
262,82184751837,Peter,Parker,WorkItem,Chimerical Auto Workitem,Cable TV Support,262,2019-03-28T20:54:08.000Z
75,82193488471,Charles,Xavier,Chat,Chimerical Auto Inbound,Auto Agent,75,2019-10-16T08:54:09.000Z
45,82197112205,Luke,Cage,Call,Chimerical Auto Inbound,Sales,45,2019-07-09T05:53:16.000Z
282,82198985523,Tony,Stark,WorkItem,Cable TV Issues,Auto Agent,282,2018-12-14T08:09:07.000Z
176,82203130510,Tony,Stark,WorkItem,Broadband Sales,Sales,176,2019-01-23T22:49:18.000Z
290,82206989722,Clint,Barton,Email,Chimerical Auto Workitem,Sales,290,2019-10-16T03:57:14.000Z
214,82214350775,Luke,Cage,Email,Broadband Sales,Auto Agent,214,2019-01-17T21:24:46.000Z
66,82219340621,Wade,Wilson,Email,Router Issues,Auto Agent,66,2019-07-07T08:52:43.000Z
207,82221061180,Luke,Cage,Email,Chimerical Auto Workitem,Sales,207,2019-01-14T14:14:25.000Z
249,82240195445,Tony,Stark,WorkItem,Chimerical Auto Outbound,Auto Agent,249,2019-06-05T23:45:20.000Z
289,82245485314,Wade,Wilson,Email,Broadband Sales,Cable TV Support,289,2018-11-02T23:06:49.000Z
290,82247387844,Steve,Rogers,Email,Broadband Sales,Sales,290,2019-04-25T11:01:44.000Z
214,82262805017,Peter,Parker,WorkItem,Router Issues,Router Support,214,2019-02-05T00:05:17.000Z
170,82266886426,Justin,Case,WorkItem,Chimerical Auto Inbound,Sales,170,2019-09-03T06:22:07.000Z
39,82273464642,Peter,Parker,Email,Broadband Sales,Auto Agent,39,2019-01-31T18:26:16.000Z
216,82276235347,Tony,Stark,Email,Chimerical Auto Outbound,Sales,216,2018-11-01T15:36:18.000Z
186,82293328980,Wade,Wilson,Call,Router Issues,Router Support,186,2018-11-30T03:47:10.000Z
162,82303221331,Charles,Xavier,Chat,Cable TV Issues,Auto Agent,162,2019-01-24T09:48:12.000Z
176,82304241474,Bruce,Banner,Chat,Router Issues,Router Support,176,2018-11-13T00:09:07.000Z
146,82305102619,Luke,Cage,Call,Cable TV Issues,Sales,146,2019-09-22T20:48:25.000Z
277,82309173061,Luke,Cage,Call,Chimerical Auto Outbound,Cable TV Support,277,2019-09-17T03:33:11.000Z
167,82310795249,Wade,Wilson,Email,Broadband Sales,Auto Agent,167,2018-11-19T11:56:45.000Z
105,82319972850,Luke,Cage,Email,Chimerical Auto Outbound,Router Support,105,2019-06-04T03:04:38.000Z
247,82322529409,Tony,Stark,WorkItem,Cable TV Issues,Auto Agent,247,2019-01-18T11:38:27.000Z
31,82348652246,Charles,Xavier,Chat,Cable TV Issues,Sales,31,2019-03-15T13:52:21.000Z
213,82349042839,Justin,Case,Call,Chimerical Auto Outbound,Router Support,213,2019-03-20T03:53:40.000Z
284,82349092431,Steve,Rogers,Call,Router Issues,Auto Agent,284,2018-10-28T12:21:22.000Z
135,82367033645,Justin,Case,WorkItem,Chimerical Auto Outbound,Cable TV Support,135,2019-04-11T02:56:39.000Z
55,82371797268,Clint,Barton,WorkItem,Chimerical Auto Workitem,Auto Agent,55,2019-03-12T07:19:57.000Z
125,82372679486,Clint,Barton,WorkItem,Broadband Sales,Auto Agent,125,2019-05-09T15:01:09.000Z
92,82378415944,Clint,Barton,WorkItem,Broadband Sales,Cable TV Support,92,2019-08-24T17:41:33.000Z
48,82390933669,Clint,Barton,Email,Cable TV Issues,Cable TV Support,48,2019-09-09T09:22:44.000Z
188,82397727792,Peter,Parker,Chat,Cable TV Issues,Auto Agent,188,2019-04-19T22:44:00.000Z
96,82401248488,Charles,Xavier,Call,Chimerical Auto Inbound,Router Support,96,2019-01-08T20:29:39.000Z
98,82408687907,Justin,Case,Email,Chimerical Auto Outbound,Sales,98,2018-10-25T18:22:47.000Z
39,82410359352,Tony,Stark,Email,Broadband Sales,Router Support,39,2019-01-15T17:03:16.000Z
276,82455069719,Steve,Rogers,Call,Cable TV Issues,Cable TV Support,276,2019-08-16T04:49:37.000Z
70,82461369459,Peter,Parker,Email,Broadband Sales,Router Support,70,2019-08-06T17:41:44.000Z
104,82486594749,Steve,Rogers,Email,Cable TV Issues,Auto Agent,104,2019-09-14T09:56:17.000Z
37,82502406961,Clint,Barton,Call,Chimerical Auto Outbound,Router Support,37,2019-09-24T15:07:32.000Z
35,82528333336,Luke,Cage,WorkItem,Router Issues,Auto Agent,35,2019-02-07T12:09:47.000Z
270,82544842098,Justin,Case,Call,Router Issues,Sales,270,2019-09-23T02:59:27.000Z
146,82554463351,Peter,Parker,WorkItem,Chimerical Auto Outbound,Router Support,146,2019-02-26T07:52:28.000Z
229,82554785528,Bruce,Banner,Email,Router Issues,Cable TV Support,229,2019-06-07T18:03:16.000Z
240,82558225723,Peter,Parker,Email,Cable TV Issues,Router Support,240,2019-07-12T18:24:13.000Z
170,82562058402,Charles,Xavier,Email,Broadband Sales,Sales,170,2019-04-12T12:57:40.000Z
173,82573068766,Steve,Rogers,Chat,Chimerical Auto Workitem,Auto Agent,173,2019-07-07T06:57:01.000Z
49,82579940173,Peter,Parker,Chat,Broadband Sales,Auto Agent,49,2018-12-31T08:08:29.000Z
98,82582766778,Clint,Barton,Email,Broadband Sales,Auto Agent,98,2019-05-28T09:47:01.000Z
277,82583981112,Wade,Wilson,WorkItem,Chimerical Auto Workitem,Cable TV Support,277,2018-10-20T06:52:21.000Z
62,82585730720,Justin,Case,Chat,Chimerical Auto Outbound,Cable TV Support,62,2018-12-16T20:48:37.000Z
251,82588210150,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,251,2019-07-14T01:30:41.000Z
180,82598780396,Luke,Cage,Email,Broadband Sales,Auto Agent,180,2019-06-30T12:42:14.000Z
71,82604514819,Charles,Xavier,Chat,Cable TV Issues,Router Support,71,2019-07-30T20:55:04.000Z
179,82605938278,Charles,Xavier,Call,Cable TV Issues,Router Support,179,2019-07-11T00:28:56.000Z
195,82608022144,Bruce,Banner,Email,Chimerical Auto Workitem,Cable TV Support,195,2019-07-29T13:39:31.000Z
132,82634507266,Wade,Wilson,Email,Cable TV Issues,Auto Agent,132,2018-12-13T02:13:17.000Z
198,82649695269,Wade,Wilson,Chat,Cable TV Issues,Auto Agent,198,2019-07-23T10:47:57.000Z
297,82654305313,Bruce,Banner,WorkItem,Chimerical Auto Outbound,Cable TV Support,297,2019-08-18T19:59:59.000Z
247,82662277520,Charles,Xavier,Call,Chimerical Auto Outbound,Cable TV Support,247,2019-02-01T08:23:42.000Z
116,82673480744,Tony,Stark,Email,Cable TV Issues,Router Support,116,2018-11-29T21:43:27.000Z
160,82677943102,Tony,Stark,Email,Cable TV Issues,Router Support,160,2018-12-03T03:38:44.000Z
32,82684130987,Justin,Case,Call,Router Issues,Sales,32,2019-09-19T02:46:58.000Z
190,82686748590,Wade,Wilson,Chat,Chimerical Auto Outbound,Cable TV Support,190,2019-08-27T16:02:19.000Z
136,82709818078,Clint,Barton,Chat,Broadband Sales,Cable TV Support,136,2019-09-17T21:22:45.000Z
135,82720796484,Tony,Stark,Chat,Router Issues,Sales,135,2019-04-17T15:15:44.000Z
256,82727941322,Tony,Stark,WorkItem,Chimerical Auto Inbound,Router Support,256,2019-02-19T04:00:22.000Z
224,82729590509,Luke,Cage,Email,Cable TV Issues,Router Support,224,2018-12-06T15:51:59.000Z
69,82748565429,Justin,Case,Call,Chimerical Auto Outbound,Auto Agent,69,2019-03-12T08:40:18.000Z
181,82749641695,Peter,Parker,WorkItem,Chimerical Auto Inbound,Auto Agent,181,2019-03-17T08:05:47.000Z
