CALL_DURATION_IN_SECONDS__C (Agent Seconds),IncontactId,First Name,Last Name,Media Type,Skill Name,Team Name,Call Duration,Contact Start
73,81560075027,Luke,Cage,Call,Chimerical Auto Workitem,Router Support,73,2019-06-25T09:21:17.000Z
144,81567693035,Bruce,Banner,Email,Chimerical Auto Inbound,Cable TV Support,144,2019-07-24T14:37:36.000Z
137,81573767309,Wade,Wilson,Call,Chimerical Auto Workitem,Cable TV Support,137,2018-12-20T14:53:50.000Z
264,81591769346,Peter,Parker,Call,Cable TV Issues,Auto Agent,264,2018-12-20T19:43:36.000Z
30,81592119939,Luke,Cage,Call,Chimerical Auto Workitem,Auto Agent,30,2019-03-05T15:10:36.000Z
208,81593996410,Peter,Parker,Chat,Chimerical Auto Outbound,Auto Agent,208,2019-05-28T13:54:21.000Z
68,81606363997,Luke,Cage,Email,Router Issues,Cable TV Support,68,2019-01-11T01:04:44.000Z
211,81607821696,Bruce,Banner,Call,Chimerical Auto Inbound,Sales,211,2019-06-19T04:55:25.000Z
160,81608695435,Bruce,Banner,Call,Chimerical Auto Inbound,Auto Agent,160,2019-03-18T14:51:59.000Z
266,81619117231,Charles,Xavier,Chat,Chimerical Auto Workitem,Router Support,266,2019-06-28T05:27:51.000Z
235,81620415747,Steve,Rogers,Call,Broadband Sales,Cable TV Support,235,2019-02-19T01:38:11.000Z
300,81624348155,Justin,Case,Chat,Cable TV Issues,Sales,300,2018-12-29T09:24:09.000Z
255,81631595516,Justin,Case,Call,Router Issues,Auto Agent,255,2018-12-11T16:17:40.000Z
69,81643941921,Luke,Cage,Chat,Chimerical Auto Inbound,Cable TV Support,69,2018-12-06T03:39:50.000Z
81,81648358418,Steve,Rogers,Chat,Broadband Sales,Auto Agent,81,2019-03-17T19:55:50.000Z
218,81655822856,Tony,Stark,Chat,Cable TV Issues,Sales,218,2019-04-04T18:08:57.000Z
194,81657534799,Peter,Parker,Email,Router Issues,Cable TV Support,194,2019-01-25T18:32:27.000Z
221,81659847721,Bruce,Banner,Call,Chimerical Auto Outbound,Auto Agent,221,2019-01-17T18:51:48.000Z
94,81664738519,Justin,Case,Call,Router Issues,Router Support,94,2019-09-17T16:00:06.000Z
80,81666944947,Charles,Xavier,Call,Chimerical Auto Inbound,Auto Agent,80,2019-05-02T11:13:47.000Z
290,81676095772,Bruce,Banner,Call,Chimerical Auto Inbound,Sales,290,2019-03-05T08:28:36.000Z
164,81682730389,Clint,Barton,Call,Chimerical Auto Outbound,Sales,164,2019-07-24T11:53:14.000Z
92,81684129747,Clint,Barton,Chat,Broadband Sales,Sales,92,2019-04-16T04:20:56.000Z
38,81706138030,Tony,Stark,Email,Broadband Sales,Auto Agent,38,2019-09-03T20:13:56.000Z
58,81713517668,Steve,Rogers,Chat,Chimerical Auto Workitem,Sales,58,2019-09-25T00:48:00.000Z
43,81719113958,Peter,Parker,Chat,Chimerical Auto Outbound,Auto Agent,43,2019-04-01T08:58:00.000Z
40,81719861830,Luke,Cage,Chat,Chimerical Auto Workitem,Auto Agent,40,2019-08-26T01:47:02.000Z
134,81723352356,Charles,Xavier,Call,Cable TV Issues,Auto Agent,134,2018-10-31T10:36:03.000Z
161,81733585576,Charles,Xavier,Call,Router Issues,Router Support,161,2018-12-23T05:06:48.000Z
249,81735818431,Luke,Cage,Chat,Broadband Sales,Cable TV Support,249,2018-11-25T23:21:16.000Z
33,81737443121,Bruce,Banner,Call,Chimerical Auto Inbound,Cable TV Support,33,2019-10-15T23:57:55.000Z
168,81746854047,Bruce,Banner,Call,Router Issues,Router Support,168,2019-03-04T07:20:27.000Z
107,81753361822,Charles,Xavier,Call,Chimerical Auto Inbound,Cable TV Support,107,2019-09-18T05:14:28.000Z
69,81755131403,Peter,Parker,Call,Router Issues,Router Support,69,2019-09-27T12:15:58.000Z
43,81763725065,Peter,Parker,Call,Chimerical Auto Outbound,Cable TV Support,43,2019-04-13T06:32:36.000Z
300,81764792565,Wade,Wilson,Call,Router Issues,Cable TV Support,300,2019-09-13T18:46:32.000Z
187,81766556208,Steve,Rogers,Call,Chimerical Auto Outbound,Cable TV Support,187,2019-07-17T23:12:46.000Z
163,81770094367,Wade,Wilson,Chat,Cable TV Issues,Router Support,163,2019-08-10T11:54:27.000Z
202,81780591722,Peter,Parker,Email,Router Issues,Router Support,202,2018-12-08T05:15:14.000Z
56,81781489527,Clint,Barton,Call,Cable TV Issues,Auto Agent,56,2019-05-17T15:15:04.000Z
60,81782200455,Clint,Barton,Chat,Router Issues,Sales,60,2018-10-30T18:16:58.000Z
69,81787326196,Bruce,Banner,Email,Chimerical Auto Workitem,Auto Agent,69,2018-12-13T11:06:01.000Z
244,81799210183,Luke,Cage,Call,Broadband Sales,Auto Agent,244,2019-10-02T10:37:50.000Z
199,81811687830,Charles,Xavier,Call,Chimerical Auto Workitem,Cable TV Support,199,2019-01-14T17:39:57.000Z
271,81841637837,Clint,Barton,Email,Cable TV Issues,Cable TV Support,271,2019-08-27T13:07:14.000Z
255,81842296786,Clint,Barton,Email,Chimerical Auto Workitem,Cable TV Support,255,2019-06-22T18:35:06.000Z
180,81853345357,Wade,Wilson,Call,Chimerical Auto Outbound,Sales,180,2018-12-22T15:33:51.000Z
94,81861673561,Peter,Parker,Chat,Chimerical Auto Workitem,Auto Agent,94,2018-12-29T22:42:58.000Z
231,81868177363,Charles,Xavier,Call,Cable TV Issues,Cable TV Support,231,2019-03-29T14:38:16.000Z
163,81874925116,Steve,Rogers,Call,Router Issues,Cable TV Support,163,2019-04-30T13:44:39.000Z
31,81889857807,Steve,Rogers,Call,Chimerical Auto Outbound,Router Support,31,2018-11-16T22:53:55.000Z
185,81896114513,Charles,Xavier,Email,Chimerical Auto Outbound,Router Support,185,2019-03-27T11:03:34.000Z
276,81898843721,Luke,Cage,Email,Broadband Sales,Auto Agent,276,2019-05-27T08:42:19.000Z
258,81900144957,Bruce,Banner,Call,Broadband Sales,Cable TV Support,258,2019-02-10T16:31:51.000Z
188,81913818515,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,188,2019-06-07T22:19:49.000Z
172,81924736538,Clint,Barton,Call,Chimerical Auto Inbound,Sales,172,2019-05-14T19:18:23.000Z
291,81925688647,Charles,Xavier,Chat,Chimerical Auto Inbound,Router Support,291,2019-07-08T16:07:52.000Z
164,81931623247,Wade,Wilson,Call,Chimerical Auto Workitem,Sales,164,2019-05-14T19:35:28.000Z
202,81941667328,Clint,Barton,Call,Chimerical Auto Inbound,Auto Agent,202,2019-09-19T12:46:51.000Z
235,81967340015,Clint,Barton,Chat,Chimerical Auto Inbound,Sales,235,2018-11-05T07:03:12.000Z
138,81967849420,Charles,Xavier,Call,Chimerical Auto Inbound,Router Support,138,2019-07-22T04:14:52.000Z
175,81974016210,Bruce,Banner,Email,Chimerical Auto Inbound,Sales,175,2019-09-01T08:28:03.000Z
81,81977557410,Bruce,Banner,Call,Broadband Sales,Sales,81,2018-10-28T08:51:01.000Z
51,81987954177,Charles,Xavier,Call,Chimerical Auto Workitem,Auto Agent,51,2019-01-09T12:01:26.000Z
137,82034443916,Peter,Parker,Chat,Cable TV Issues,Cable TV Support,137,2019-07-10T03:04:30.000Z
243,82068329303,Charles,Xavier,Email,Router Issues,Auto Agent,243,2019-08-03T14:52:27.000Z
49,82071186384,Charles,Xavier,Call,Chimerical Auto Workitem,Sales,49,2019-05-12T17:57:01.000Z
144,82072080030,Wade,Wilson,Email,Chimerical Auto Outbound,Sales,144,2019-01-21T08:18:03.000Z
181,82078918991,Luke,Cage,Call,Cable TV Issues,Auto Agent,181,2019-07-07T02:58:12.000Z
129,82085043753,Tony,Stark,Call,Chimerical Auto Inbound,Sales,129,2019-07-01T20:38:29.000Z
100,82087363642,Justin,Case,Call,Broadband Sales,Cable TV Support,100,2019-09-10T21:29:34.000Z
98,82089632698,Wade,Wilson,Call,Cable TV Issues,Auto Agent,98,2019-09-20T18:43:59.000Z
176,82097316961,Justin,Case,Call,Chimerical Auto Workitem,Cable TV Support,176,2019-04-17T16:42:14.000Z
62,82105104083,Charles,Xavier,Email,Chimerical Auto Outbound,Auto Agent,62,2018-11-27T12:12:10.000Z
47,82125764150,Steve,Rogers,Call,Broadband Sales,Cable TV Support,47,2019-04-16T03:13:51.000Z
196,82130487910,Justin,Case,Call,Router Issues,Router Support,196,2019-07-13T13:27:48.000Z
295,82130613834,Wade,Wilson,Call,Chimerical Auto Inbound,Sales,295,2019-08-30T17:06:46.000Z
46,82135286497,Clint,Barton,Chat,Cable TV Issues,Router Support,46,2019-03-01T07:51:34.000Z
83,82140804128,Justin,Case,Call,Router Issues,Auto Agent,83,2019-06-20T01:25:26.000Z
288,82141313433,Bruce,Banner,Call,Broadband Sales,Sales,288,2018-12-14T00:17:02.000Z
101,82153623122,Bruce,Banner,Call,Chimerical Auto Workitem,Router Support,101,2019-05-14T04:37:16.000Z
81,82157744348,Clint,Barton,Call,Chimerical Auto Workitem,Auto Agent,81,2018-11-07T02:54:17.000Z
43,82180975343,Luke,Cage,Call,Router Issues,Cable TV Support,43,2018-12-26T00:07:50.000Z
262,82184751837,Peter,Parker,Call,Chimerical Auto Workitem,Cable TV Support,262,2019-10-10T14:03:23.000Z
75,82193488471,Charles,Xavier,Chat,Chimerical Auto Inbound,Auto Agent,75,2019-02-15T03:44:48.000Z
45,82197112205,Luke,Cage,Call,Chimerical Auto Inbound,Sales,45,2019-05-04T20:43:42.000Z
282,82198985523,Tony,Stark,Call,Cable TV Issues,Auto Agent,282,2019-03-31T05:06:21.000Z
176,82203130510,Tony,Stark,Call,Broadband Sales,Sales,176,2019-03-26T01:36:40.000Z
290,82206989722,Clint,Barton,Email,Chimerical Auto Workitem,Sales,290,2019-04-07T04:24:53.000Z
214,82214350775,Luke,Cage,Email,Broadband Sales,Auto Agent,214,2019-03-20T05:26:08.000Z
66,82219340621,Wade,Wilson,Email,Router Issues,Auto Agent,66,2019-09-09T14:33:17.000Z
207,82221061180,Luke,Cage,Email,Chimerical Auto Workitem,Sales,207,2019-03-13T03:07:18.000Z
249,82240195445,Tony,Stark,Call,Chimerical Auto Outbound,Auto Agent,249,2019-02-27T11:28:07.000Z
289,82245485314,Wade,Wilson,Email,Broadband Sales,Cable TV Support,289,2018-12-25T13:50:31.000Z
290,82247387844,Steve,Rogers,Email,Broadband Sales,Sales,290,2019-04-16T05:29:16.000Z
214,82262805017,Peter,Parker,Call,Router Issues,Router Support,214,2018-11-26T12:44:49.000Z
170,82266886426,Justin,Case,Call,Chimerical Auto Inbound,Sales,170,2019-05-16T03:15:09.000Z
39,82273464642,Peter,Parker,Email,Broadband Sales,Auto Agent,39,2019-06-24T07:52:40.000Z
216,82276235347,Tony,Stark,Email,Chimerical Auto Outbound,Sales,216,2019-09-16T03:07:59.000Z
186,82293328980,Wade,Wilson,Call,Router Issues,Router Support,186,2019-02-22T00:46:10.000Z
162,82303221331,Charles,Xavier,Chat,Cable TV Issues,Auto Agent,162,2019-05-07T07:36:12.000Z
176,82304241474,Bruce,Banner,Chat,Router Issues,Router Support,176,2019-04-02T00:12:19.000Z
146,82305102619,Luke,Cage,Call,Cable TV Issues,Sales,146,2019-05-25T02:29:09.000Z
277,82309173061,Luke,Cage,Call,Chimerical Auto Outbound,Cable TV Support,277,2019-02-04T20:28:14.000Z
167,82310795249,Wade,Wilson,Email,Broadband Sales,Auto Agent,167,2018-11-21T04:28:04.000Z
105,82319972850,Luke,Cage,Email,Chimerical Auto Outbound,Router Support,105,2018-11-06T20:24:34.000Z
247,82322529409,Tony,Stark,Call,Cable TV Issues,Auto Agent,247,2019-04-06T19:11:39.000Z
31,82348652246,Charles,Xavier,Chat,Cable TV Issues,Sales,31,2018-10-27T12:45:17.000Z
213,82349042839,Justin,Case,Call,Chimerical Auto Outbound,Router Support,213,2018-12-15T20:42:31.000Z
284,82349092431,Steve,Rogers,Call,Router Issues,Auto Agent,284,2018-12-23T04:58:38.000Z
135,82367033645,Justin,Case,Call,Chimerical Auto Outbound,Cable TV Support,135,2019-06-21T07:41:48.000Z
55,82371797268,Clint,Barton,Call,Chimerical Auto Workitem,Auto Agent,55,2019-03-20T14:16:52.000Z
125,82372679486,Clint,Barton,Call,Broadband Sales,Auto Agent,125,2019-03-05T06:30:13.000Z
92,82378415944,Clint,Barton,Call,Broadband Sales,Cable TV Support,92,2019-07-31T13:47:24.000Z
48,82390933669,Clint,Barton,Email,Cable TV Issues,Cable TV Support,48,2019-04-19T05:02:14.000Z
188,82397727792,Peter,Parker,Chat,Cable TV Issues,Auto Agent,188,2019-03-02T01:29:52.000Z
96,82401248488,Charles,Xavier,Call,Chimerical Auto Inbound,Router Support,96,2019-10-10T16:36:21.000Z
98,82408687907,Justin,Case,Email,Chimerical Auto Outbound,Sales,98,2019-04-05T12:15:46.000Z
39,82410359352,Tony,Stark,Email,Broadband Sales,Router Support,39,2018-12-20T22:22:44.000Z
276,82455069719,Steve,Rogers,Call,Cable TV Issues,Cable TV Support,276,2019-04-04T23:39:44.000Z
70,82461369459,Peter,Parker,Email,Broadband Sales,Router Support,70,2019-04-22T13:43:57.000Z
104,82486594749,Steve,Rogers,Email,Cable TV Issues,Auto Agent,104,2019-07-26T02:28:48.000Z
37,82502406961,Clint,Barton,Call,Chimerical Auto Outbound,Router Support,37,2019-03-22T06:02:08.000Z
35,82528333336,Luke,Cage,Call,Router Issues,Auto Agent,35,2019-01-18T06:18:02.000Z
270,82544842098,Justin,Case,Call,Router Issues,Sales,270,2018-11-12T08:44:10.000Z
146,82554463351,Peter,Parker,Call,Chimerical Auto Outbound,Router Support,146,2019-01-11T21:00:32.000Z
229,82554785528,Bruce,Banner,Email,Router Issues,Cable TV Support,229,2018-12-20T21:27:42.000Z
240,82558225723,Peter,Parker,Email,Cable TV Issues,Router Support,240,2019-10-03T02:48:27.000Z
170,82562058402,Charles,Xavier,Email,Broadband Sales,Sales,170,2018-12-13T02:58:17.000Z
173,82573068766,Steve,Rogers,Chat,Chimerical Auto Workitem,Auto Agent,173,2019-09-02T17:19:49.000Z
49,82579940173,Peter,Parker,Chat,Broadband Sales,Auto Agent,49,2019-01-26T03:09:01.000Z
98,82582766778,Clint,Barton,Email,Broadband Sales,Auto Agent,98,2019-10-07T08:58:08.000Z
277,82583981112,Wade,Wilson,Call,Chimerical Auto Workitem,Cable TV Support,277,2019-08-17T14:56:54.000Z
62,82585730720,Justin,Case,Chat,Chimerical Auto Outbound,Cable TV Support,62,2018-11-05T00:35:22.000Z
251,82588210150,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,251,2019-01-29T10:52:57.000Z
180,82598780396,Luke,Cage,Email,Broadband Sales,Auto Agent,180,2019-03-21T04:25:32.000Z
71,82604514819,Charles,Xavier,Chat,Cable TV Issues,Router Support,71,2019-05-05T20:24:55.000Z
179,82605938278,Charles,Xavier,Call,Cable TV Issues,Router Support,179,2019-09-14T05:08:11.000Z
195,82608022144,Bruce,Banner,Email,Chimerical Auto Workitem,Cable TV Support,195,2019-09-02T17:25:39.000Z
132,82634507266,Wade,Wilson,Email,Cable TV Issues,Auto Agent,132,2019-02-02T16:01:10.000Z
198,82649695269,Wade,Wilson,Chat,Cable TV Issues,Auto Agent,198,2019-07-12T15:33:42.000Z
297,82654305313,Bruce,Banner,Call,Chimerical Auto Outbound,Cable TV Support,297,2019-09-27T16:06:18.000Z
247,82662277520,Charles,Xavier,Call,Chimerical Auto Outbound,Cable TV Support,247,2019-04-10T04:48:51.000Z
116,82673480744,Tony,Stark,Email,Cable TV Issues,Router Support,116,2019-01-14T05:56:13.000Z
160,82677943102,Tony,Stark,Email,Cable TV Issues,Router Support,160,2019-09-04T22:37:46.000Z
32,82684130987,Justin,Case,Call,Router Issues,Sales,32,2019-06-21T23:37:33.000Z
190,82686748590,Wade,Wilson,Chat,Chimerical Auto Outbound,Cable TV Support,190,2019-03-10T04:01:48.000Z
136,82709818078,Clint,Barton,Chat,Broadband Sales,Cable TV Support,136,2019-06-27T15:07:11.000Z
135,82720796484,Tony,Stark,Chat,Router Issues,Sales,135,2019-01-19T11:03:02.000Z
256,82727941322,Tony,Stark,Call,Chimerical Auto Inbound,Router Support,256,2018-10-23T00:21:16.000Z
224,82729590509,Luke,Cage,Email,Cable TV Issues,Router Support,224,2019-01-20T13:41:19.000Z
69,82748565429,Justin,Case,Call,Chimerical Auto Outbound,Auto Agent,69,2019-03-26T10:37:11.000Z
181,82749641695,Peter,Parker,Call,Chimerical Auto Inbound,Auto Agent,181,2019-04-11T16:18:35.000Z
254,82756968878,Wade,Wilson,Chat,Broadband Sales,Auto Agent,254,2018-11-09T04:16:10.000Z
193,82767567927,Wade,Wilson,Chat,Cable TV Issues,Sales,193,2019-10-04T02:12:08.000Z
184,82772943234,Clint,Barton,Call,Cable TV Issues,Cable TV Support,184,2019-08-09T16:40:08.000Z
209,82801790123,Wade,Wilson,Chat,Chimerical Auto Outbound,Sales,209,2019-05-28T05:10:06.000Z
138,82805843842,Wade,Wilson,Call,Router Issues,Cable TV Support,138,2018-11-01T10:08:52.000Z
89,82817708229,Clint,Barton,Call,Chimerical Auto Outbound,Cable TV Support,89,2019-04-03T21:52:11.000Z
77,82826672366,Tony,Stark,Email,Broadband Sales,Sales,77,2019-02-08T16:33:30.000Z
231,82826777930,Peter,Parker,Call,Chimerical Auto Inbound,Router Support,231,2019-07-16T17:23:13.000Z
53,82882427254,Steve,Rogers,Call,Chimerical Auto Workitem,Cable TV Support,53,2019-04-02T13:20:32.000Z
224,82888434106,Tony,Stark,Call,Chimerical Auto Outbound,Auto Agent,224,2019-10-11T08:57:53.000Z
76,82892619629,Peter,Parker,Call,Chimerical Auto Workitem,Cable TV Support,76,2019-02-07T22:31:06.000Z
211,82896623320,Bruce,Banner,Chat,Chimerical Auto Inbound,Cable TV Support,211,2019-05-22T19:08:44.000Z
69,82896695223,Peter,Parker,Call,Chimerical Auto Outbound,Auto Agent,69,2019-05-15T14:42:04.000Z
186,82905285128,Tony,Stark,Chat,Chimerical Auto Outbound,Router Support,186,2018-10-18T01:29:41.000Z
65,82906264516,Justin,Case,Call,Router Issues,Router Support,65,2019-07-21T01:44:05.000Z
59,82907355334,Luke,Cage,Chat,Chimerical Auto Inbound,Cable TV Support,59,2019-01-11T08:41:23.000Z
62,82909304659,Luke,Cage,Chat,Cable TV Issues,Sales,62,2019-01-10T20:06:53.000Z
96,82922735540,Wade,Wilson,Call,Chimerical Auto Workitem,Router Support,96,2019-03-04T23:35:44.000Z
82,82925978024,Charles,Xavier,Call,Router Issues,Cable TV Support,82,2019-02-06T23:47:37.000Z
139,82939375028,Tony,Stark,Email,Router Issues,Router Support,139,2018-11-25T14:00:23.000Z
196,82948730720,Tony,Stark,Call,Broadband Sales,Auto Agent,196,2019-05-08T18:35:07.000Z
264,82955558093,Peter,Parker,Email,Chimerical Auto Outbound,Auto Agent,264,2019-07-04T19:20:41.000Z
95,82957976245,Clint,Barton,Call,Chimerical Auto Outbound,Auto Agent,95,2019-08-10T02:08:21.000Z
290,82957985194,Peter,Parker,Chat,Cable TV Issues,Router Support,290,2018-12-08T23:43:36.000Z
175,82962384082,Bruce,Banner,Email,Router Issues,Sales,175,2019-04-14T17:21:00.000Z
130,82983354871,Tony,Stark,Call,Chimerical Auto Workitem,Auto Agent,130,2018-12-13T13:38:07.000Z
288,82994648195,Clint,Barton,Email,Broadband Sales,Sales,288,2019-09-06T18:26:16.000Z
266,82998570022,Justin,Case,Call,Chimerical Auto Outbound,Auto Agent,266,2019-08-22T21:04:22.000Z
284,83005600033,Justin,Case,Chat,Cable TV Issues,Router Support,284,2018-12-08T02:19:01.000Z
100,83016713268,Wade,Wilson,Call,Broadband Sales,Auto Agent,100,2018-12-18T01:52:52.000Z
53,83018473468,Charles,Xavier,Chat,Router Issues,Auto Agent,53,2019-02-28T05:46:46.000Z
92,83033109730,Wade,Wilson,Email,Cable TV Issues,Auto Agent,92,2019-03-26T07:12:28.000Z
54,83036350573,Tony,Stark,Chat,Chimerical Auto Outbound,Router Support,54,2019-02-27T19:18:44.000Z
125,83043682050,Luke,Cage,Call,Broadband Sales,Sales,125,2019-03-08T13:38:57.000Z
225,83055318291,Tony,Stark,Chat,Chimerical Auto Workitem,Sales,225,2018-12-26T10:02:45.000Z
94,83056042355,Tony,Stark,Call,Router Issues,Cable TV Support,94,2018-11-20T20:05:47.000Z
201,83061723869,Steve,Rogers,Call,Broadband Sales,Cable TV Support,201,2019-06-29T17:47:10.000Z
79,83075976156,Justin,Case,Chat,Chimerical Auto Workitem,Cable TV Support,79,2019-06-23T02:41:10.000Z
51,83093834608,Justin,Case,Chat,Chimerical Auto Outbound,Router Support,51,2018-11-02T01:22:29.000Z
54,83116907915,Wade,Wilson,Chat,Chimerical Auto Inbound,Router Support,54,2019-03-29T00:08:02.000Z
110,83121549898,Wade,Wilson,Email,Chimerical Auto Workitem,Cable TV Support,110,2019-08-02T17:06:56.000Z
57,83123594028,Clint,Barton,Chat,Chimerical Auto Inbound,Router Support,57,2019-02-27T18:14:11.000Z
125,83132409765,Wade,Wilson,Email,Chimerical Auto Inbound,Router Support,125,2018-10-23T23:26:31.000Z
57,83138501941,Clint,Barton,Chat,Cable TV Issues,Sales,57,2018-10-23T12:29:28.000Z
113,83145735199,Tony,Stark,Chat,Cable TV Issues,Router Support,113,2018-12-10T21:58:43.000Z
275,83150795444,Clint,Barton,Call,Router Issues,Auto Agent,275,2019-05-01T06:51:12.000Z
76,83170171858,Peter,Parker,Chat,Chimerical Auto Outbound,Sales,76,2019-05-25T05:47:28.000Z
49,83171415152,Peter,Parker,Email,Cable TV Issues,Cable TV Support,49,2019-07-14T01:53:56.000Z
187,83177498482,Clint,Barton,Call,Cable TV Issues,Auto Agent,187,2018-10-28T23:41:03.000Z
49,83192669927,Clint,Barton,Chat,Broadband Sales,Sales,49,2018-12-01T11:56:21.000Z
271,83192944846,Wade,Wilson,Email,Broadband Sales,Auto Agent,271,2018-10-20T20:11:18.000Z
232,83219107248,Charles,Xavier,Chat,Router Issues,Sales,232,2019-03-11T10:55:14.000Z
181,83228585292,Steve,Rogers,Call,Broadband Sales,Router Support,181,2019-05-29T04:24:33.000Z
105,83239930551,Bruce,Banner,Chat,Router Issues,Cable TV Support,105,2019-04-17T15:33:31.000Z
42,83261452620,Bruce,Banner,Call,Chimerical Auto Outbound,Auto Agent,42,2019-03-29T18:07:15.000Z
53,83263659605,Clint,Barton,Email,Broadband Sales,Cable TV Support,53,2019-03-18T05:21:59.000Z
149,83278783220,Luke,Cage,Call,Chimerical Auto Inbound,Router Support,149,2019-05-20T00:28:08.000Z
34,83288618267,Steve,Rogers,Chat,Chimerical Auto Outbound,Sales,34,2019-10-04T22:25:11.000Z
173,83307072687,Justin,Case,Chat,Chimerical Auto Inbound,Cable TV Support,173,2019-05-15T05:20:18.000Z
56,83309314800,Bruce,Banner,Chat,Cable TV Issues,Cable TV Support,56,2019-08-10T19:30:44.000Z
199,83309866603,Luke,Cage,Email,Cable TV Issues,Auto Agent,199,2019-02-15T03:52:55.000Z
275,83320189649,Bruce,Banner,Email,Cable TV Issues,Cable TV Support,275,2019-04-27T20:03:39.000Z
280,83322778900,Wade,Wilson,Email,Chimerical Auto Workitem,Router Support,280,2019-01-13T17:08:17.000Z
299,83337673320,Peter,Parker,Call,Cable TV Issues,Router Support,299,2019-09-26T09:31:25.000Z
63,83337678104,Peter,Parker,Call,Chimerical Auto Inbound,Cable TV Support,63,2019-06-13T11:36:18.000Z
87,83343646317,Luke,Cage,Email,Chimerical Auto Inbound,Router Support,87,2018-11-06T22:07:32.000Z
112,83351819835,Charles,Xavier,Call,Router Issues,Sales,112,2019-03-06T18:24:32.000Z
292,83358786481,Justin,Case,Call,Chimerical Auto Inbound,Auto Agent,292,2019-01-17T17:54:58.000Z
210,83362191249,Justin,Case,Call,Chimerical Auto Workitem,Auto Agent,210,2019-06-25T17:34:11.000Z
164,83373858347,Bruce,Banner,Chat,Cable TV Issues,Router Support,164,2019-04-24T15:26:43.000Z
42,83388243407,Charles,Xavier,Chat,Broadband Sales,Auto Agent,42,2019-03-16T00:45:21.000Z
176,83395704375,Luke,Cage,Call,Router Issues,Sales,176,2019-07-05T06:15:56.000Z
134,83406721348,Clint,Barton,Call,Chimerical Auto Inbound,Cable TV Support,134,2019-03-28T01:20:38.000Z
41,83406950259,Justin,Case,Call,Router Issues,Cable TV Support,41,2019-03-06T10:54:10.000Z
121,83415782812,Wade,Wilson,Email,Chimerical Auto Outbound,Auto Agent,121,2018-12-13T08:39:45.000Z
36,83434903394,Charles,Xavier,Email,Cable TV Issues,Cable TV Support,36,2019-09-15T15:14:35.000Z
125,83443134951,Luke,Cage,Call,Router Issues,Auto Agent,125,2018-11-14T00:22:56.000Z
203,83450578565,Tony,Stark,Call,Broadband Sales,Cable TV Support,203,2019-07-15T03:02:32.000Z
116,83450594514,Charles,Xavier,Email,Chimerical Auto Outbound,Router Support,116,2019-09-12T12:05:08.000Z
204,83471810184,Wade,Wilson,Email,Chimerical Auto Workitem,Sales,204,2019-10-02T01:17:29.000Z
142,83472100795,Luke,Cage,Call,Broadband Sales,Router Support,142,2019-08-13T23:50:08.000Z
45,83492448205,Peter,Parker,Call,Chimerical Auto Inbound,Sales,45,2019-05-21T05:18:30.000Z
81,83496564155,Clint,Barton,Email,Chimerical Auto Workitem,Cable TV Support,81,2019-07-11T03:43:38.000Z
104,83517753184,Clint,Barton,Chat,Router Issues,Auto Agent,104,2018-11-02T10:28:02.000Z
276,83519650004,Charles,Xavier,Call,Router Issues,Sales,276,2019-06-04T04:43:31.000Z
298,83530009404,Clint,Barton,Email,Broadband Sales,Auto Agent,298,2018-10-23T05:55:59.000Z
210,83539824604,Steve,Rogers,Chat,Chimerical Auto Inbound,Cable TV Support,210,2019-08-18T23:28:36.000Z
35,83546165675,Luke,Cage,Chat,Broadband Sales,Router Support,35,2019-01-01T05:46:39.000Z
82,83548078457,Tony,Stark,Email,Chimerical Auto Outbound,Router Support,82,2019-09-01T20:55:25.000Z
66,83553213636,Wade,Wilson,Call,Router Issues,Router Support,66,2018-11-12T12:22:08.000Z
182,83563678556,Wade,Wilson,Chat,Chimerical Auto Inbound,Cable TV Support,182,2019-09-29T06:03:22.000Z
81,83574911465,Clint,Barton,Call,Router Issues,Router Support,81,2018-12-27T01:32:33.000Z
221,83597434182,Tony,Stark,Chat,Chimerical Auto Inbound,Auto Agent,221,2019-05-19T16:42:37.000Z
244,83604120690,Clint,Barton,Chat,Broadband Sales,Sales,244,2019-03-16T06:32:35.000Z
285,83605311947,Luke,Cage,Chat,Broadband Sales,Cable TV Support,285,2019-03-16T02:04:02.000Z
232,83609384257,Tony,Stark,Chat,Chimerical Auto Outbound,Sales,232,2019-09-01T02:31:16.000Z
124,83616088462,Justin,Case,Email,Chimerical Auto Workitem,Router Support,124,2019-06-21T16:49:30.000Z
247,83619082982,Justin,Case,Email,Chimerical Auto Outbound,Cable TV Support,247,2019-09-01T10:35:34.000Z
153,83619495308,Justin,Case,Chat,Chimerical Auto Inbound,Sales,153,2018-12-19T19:03:27.000Z
166,83623948187,Steve,Rogers,Email,Broadband Sales,Auto Agent,166,2019-03-27T19:44:07.000Z
173,83632774752,Wade,Wilson,Call,Cable TV Issues,Sales,173,2018-12-19T12:02:20.000Z
50,83641113019,Charles,Xavier,Call,Chimerical Auto Inbound,Cable TV Support,50,2019-08-29T04:12:00.000Z
146,83641432893,Justin,Case,Email,Broadband Sales,Cable TV Support,146,2019-02-26T19:51:21.000Z
97,83643140070,Steve,Rogers,Call,Chimerical Auto Inbound,Auto Agent,97,2019-09-15T09:01:46.000Z
147,83644692596,Justin,Case,Call,Chimerical Auto Workitem,Cable TV Support,147,2019-09-11T21:03:27.000Z
